MLocID,StationDes,Lat_DD,Long_DD,Eco3,COMID,rdden_km_km2,xings_km2,P_AgLand,P_Urban21Land,mines,grvl_mn_km2,P_canal,rd_Status,xing_Status,Ag_Status,Urb21L_Status,mines_status,gmines_status,canal_status,GIS.status_2020,WorE,Disturb.score,BPJ_final,Ref2020_FINAL,owner
23919-ORDEQ,"Rhododendron Creek, 5 minutes downstream of FSR 4671 crossing (Clackamas, Willamette)",44.93675923,-121.9016573,Ca,23810554,0.812573887,0.184979652,0,0,0,0,0,1,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
23920-ORDEQ,"Little Fall Creek, 4.1 miles on FSR 1818 to locked bridge (Fall, MF Willamette, Willamette)",44.02343941,-122.6018309,Ca,23752698,3.317195086,0.254637587,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
23921-ORDEQ,"North Fork Mid Fork Willamette River, at junction of FSR 19 and 1934 (Middle Fork Willamette)",43.8878423,-122.2885078,Ca,23752496,0.649234792,0.145019283,0,0.699342643,0,0,0,1,0,1,1,1,1,1,NO,W,47,Score,NO,DEQ
23922-ORDEQ,"Thomas Creek, 1/4 mile upstream from Avery Creek (South Santiam, Santiam, Willamette)",44.69727972,-122.5519944,Ca,23786279,3.974861633,0.554582902,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
23924-ORDEQ,"Fairview Creek, 0.1 mile upstream of Walton Creek (Sharps, Coast Fork Willamette, Willamette)",43.5884208,-122.7104523,Ca,23760234,0.392601873,0,0,0,1,0,0,1,1,1,1,0,1,1,NO,W,NA,NA,NO,DEQ
23925-ORDEQ,"Fisher Creek, 1/4 mile upstream on trail from end of FSR 750 (NF Willamtte, MF Willamette)",43.862857,-122.133985,Ca,23752538,0.004499395,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,3,Score,YES,DEQ
23926-ORDEQ,"French Pete Creek, 0.8 mile upstream from FSR 1931 crossing (South Fork McKenzie, McKenzie)",44.04193274,-122.1950818,Ca,23773153,0.055137576,0.012518715,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,6,Score,YES,DEQ
23927-ORDEQ,Cerine CR at RM 0.4 (Middle Siletz R),44.75651085,-123.7797005,CoRa,23881766,2.717997492,0,0.405079228,3.214790646,0,0,0,0,1,0,0,1,1,1,NO,W,NA,NA,NO,DEQ
23928-ORDEQ,"Panther Creek at River Mile 2.5 (North Yamhill, Yamhill, Willamette)",45.25353803,-123.2015213,WV,23796585,3.860885628,1.155262889,29.05087223,3.200918108,1,0,0,0,0,0,0,0,1,1,NO,W,NA,NA,NO,DEQ
24040-ORDEQ,Cold Spring Creek nr Elk Meadows (Hood River East Fork),45.34399373,-121.6155788,Ca,24507344,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,3,Score,YES,DEQ
24041-ORDEQ,Black Canyon Creek at River Mile 8.8 (John Day),44.37131779,-119.7033602,BM,23824949,2.734280659,0.581226388,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24042-ORDEQ,Beaver Creek downstream of La Grande Reservoir (Grande Ronde),45.15395487,-118.2167173,BM,23428944,1.385246053,0.191904759,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24043-ORDEQ,"East Fork Pine Creek above Cornicopia (Pine, Snake)",45.02463817,-117.1915688,BM,24193544,0.413189606,0.072023797,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,4,Score,YES,DEQ
24044-ORDEQ,"Mill Creek above Island Lake (Warm Springs, Deschutes)",44.79537933,-121.7526127,Ca,23721863,0.464787364,0.095439882,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,6,Score,YES,DEQ
24046-ORDEQ,East Fork Canyon Creek near Mosier Camp (John Day),44.26580281,-118.8781756,BM,23822537,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,0,Score,YES,DEQ
24047-ORDEQ,Rock Creek upstream of Camp Lee (Powder),44.859281,-118.1198523,BM,24208241,0.38216716,0.227729264,0,0,0,0,0.639762695,1,0,1,1,1,1,0,NO,E,NA,NA,NO,DEQ
24048-ORDEQ,Meadow Creek at Forks guard station (North Fork John Day),44.98171924,-118.5891238,BM,23671191,1.063001383,0.173483917,0,1.040356924,0,0,0,1,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24052-ORDEQ,Reynolds Creek at River Mile 3.8 (John Day),44.41644623,-118.5406638,BM,23822701,2.009589412,0.123079006,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24053-ORDEQ,North Fork Cable Creek at River Mile 2.6 (North Fork John Day),45.0669408,-118.7163309,BM,23671299,0.755913633,0.155282879,0,0.539877206,0,0,0,1,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24054-ORDEQ,"Summer Creek at River Mile 1.6 (Lookingglass, Grande Ronde)",45.78856929,-117.9812728,BM,23428406,2.778156102,0.214525063,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24055-ORDEQ,Big Wall Creek near Eagle Rock (North Fork John Day),44.92476907,-119.565933,BM,23671611,2.26783326,0.509670861,0.012443556,0.675203964,3,0,0,0,0,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24056-ORDEQ,"Minam River at River Mile 18.7 (Wallowa, Grande Ronde)",45.40608205,-117.6753386,BM,23437013,0.03085392,0,0.026718542,0,0,0,0,1,1,0,1,1,1,1,NO,E,6,Score,YES,DEQ
24057-ORDEQ,"Chesnimnus Creek at River Mile 2.6 (Joseph, Grande Ronde)",45.69848803,-117.12349,BM,23442575,2.043573046,0.259617818,0.011584123,0,1,0,0,0,0,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24058-ORDEQ,Shitike Creek upstream of Peters Pasture (Deschutes),44.74723108,-121.6507742,EC,23719653,0.844262863,0.070304577,0,0.753714906,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,16,Score,NO,DEQ
24060-ORDEQ,Meacham Creek at River Mile 16.7 (Umatilla),45.49681527,-118.2780917,BM,23648524,1.423055978,0.218070944,0.007060201,0.414294854,2,0,0,0,0,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24061-ORDEQ,South Fork Walla Walla River at River Mile 10.3 (Walla Walla),45.82958339,-118.1451847,BM,23637852,0.51666053,0.028981412,0,0.595563924,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,16,Score,NO,DEQ
24062-ORDEQ,Wenaha River near Fairview Bar (Grande Ronde),45.97780101,-117.6012992,BM,23442167,0.296514885,0.008089972,0,0.155152753,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,4,Score,YES,DEQ
24063-ORDEQ,Deschutes River at Steelhead Falls (Deschutes),44.41670713,-121.2898337,BM,23700321,2.839325984,0.319257258,1.573059946,2.449115405,123,0.009680214,15.91464738,0,0,0,0,2,2,2,Trash,E,NA,NA,Trash,DEQ
24064-ORDEQ,Imnaha River at River Mile 22.7 (Snake),45.50657404,-116.8102405,BM,24224021,1.277733988,0.179357045,0.007075753,0.294965804,0,0,0,0,0,0,1,1,1,1,NO,E,NA,NA,NO,DEQ
24066-ORDEQ,"Badger Creek at Hehe Road (Warm Springs, Deschutes)",44.9417617,-121.4775887,EC,23719471,2.926061656,0.424491182,0,0.162326423,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24068-ORDEQ,"Camp Creek near Duncan (Meacham, Umatilla)",45.59192523,-118.304129,BM,23648960,0.867526242,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,1,Score,YES,DEQ
24070-ORDEQ,Courtney Creek at River Mile 0.5 (Grande Ronde),45.9282022,-117.4372027,BM,23442409,1.249806913,0.135430703,5.633841843,0.402659652,0,0,0,0,0,0,1,1,1,1,NO,E,NA,NA,NO,DEQ
24071-ORDEQ,North Fork Umatilla River upstream of Umatilla Forks Campground (Umatilla),45.72640273,-118.1787229,BM,23648688,1.166046094,0.050280502,0.006810365,0.926419958,2,0,0,1,1,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24084-ORDEQ,Floras Creek at Mormon Camp,42.9124,-124.4146,CoRa,23920750,1.998373052,0.240210562,0.52792648,4.100037246,1,0,0,0,0,0,0,0,1,1,NO,W,NA,NA,NO,DEQ
24100-ORDEQ,Smith River downstream of Sleezer Creek,43.76396044,-123.3500742,WV,24527500,4.17925217,1.27535915,0,3.826309867,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
24105-ORDEQ,"Rock Creek upstream of campground at canyon opening, SW 1/4 Sec. 32",42.49561523,-119.6950617,NBR,24057443,0.522465525,0.063188757,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,11,Score,YES,DEQ
24113-ORDEQ,Rock Creek at Flook Ranch,42.61348006,-119.5354177,NBR,24057405,0.593012103,0.199435148,0,0.392829634,1,0,0,1,0,1,1,0,1,1,NO,E,NA,NA,NO,DEQ
24135-ORDEQ,Clear Cr. (near Red Boy Mine),44.79807255,-118.4725053,BM,23671077,2.175607177,0.470367261,0,0,2,0,13.47513026,0,0,1,1,0,1,2,Trash,E,NA,NA,Trash,DEQ
24136-ORDEQ,Beaver Cr. (near Red Boy Mine),44.77694615,-118.4507855,BM,23673445,4.097859971,0.809047462,0,0,1,0,11.51558869,0,0,1,1,0,1,2,Trash,E,NA,NA,Trash,DEQ
24149-ORDEQ,"Twelvemile Creek mainstem headwaters, upper reference",41.98394332,-120.1185569,EC,24042955,0.96442681,0.140629175,0,0,0,0,0,1,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24154-ORDEQ,Twelvemile Creek at end of BLM Road,41.99914212,-120.00445,NBR,24042941,0.698799839,0.149810832,0,0.403971759,0,0,0,1,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24157-ORDEQ,"Twentymile Creek upstream of gaging station, lowest reference site",42.07221639,-119.9635262,NBR,24042897,0.620248089,0.150330445,0,0.196159824,1,0.002087923,0,1,0,1,1,0,0,1,NO,E,NA,NA,NO,DEQ
24412-ORDEQ,"Bear Creek, 1/2 mile upstream from FSR 2149 crossing (Swift, Middle Fork Willamette, Willamette)",43.55436247,-122.2049825,Ca,23753746,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,1,Score,YES,DEQ
24413-ORDEQ,"Rock Creek, 1/4 mile upstream from Columbia Mainline bridge (Nehalem)",45.88234606,-123.2979832,CoRa,23872091,2.72873546,0.265344493,0.325357926,3.878043351,1,0.007581271,0,0,0,0,0,0,2,1,Trash,W,NA,NA,Trash,DEQ
24414-ORDEQ,"Mink Creek, 1/4 mile upstream from drop-in off BLM road 26-10-14.8 (South Fork Coos, Coos)",43.32651458,-123.846077,CoRa,23910775,2.915205176,0,0,2.627891251,0,0,0,0,1,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
24415-ORDEQ,"Muddy Creek, 3.9 mi on FSR 386 (Goose Lake)",42.23752163,-120.5765982,EC,7915709,2.140023257,0.172559576,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24416-ORDEQ,"Little Zigzag Canyon, 1/2 mi downstream of Skyline Trail crossing (Zigzag, Sandy",45.33379073,-121.7320575,Ca,23737995,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,1,Score,YES,DEQ
24417-ORDEQ,"North Trail Creek, 0.5 mile on FSR 7325 (North Fork John Day, John Day)",44.95596234,-118.3766087,BM,23672957,0.91816903,0.448661866,0,0,0,0,0,1,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24418-ORDEQ,"Sycan River 30 min U/S from end of 4672-061 road (Sprague, Williamson, Klamath)",42.68806,-121.25865,EC,24084798,1.96116672,0.367972257,0,0.518883496,1,0,3.221102962,0,0,1,1,0,1,2,Trash,E,NA,NA,Trash,DEQ
24419-ORDEQ,"West Fork Silver Creek, 25 minutes downstream from end of FSR 035 (Silver, Silver Lake)",42.94310673,-121.2580013,EC,24026308,0.582061024,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,2,Score,YES,DEQ
24420-ORDEQ,"Broady Creek, at 2 large gravel piles on FSR 505 (Joseph, Snake River)",45.88841852,-117.0899324,BM,23442661,2.406499145,0.147284082,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24421-ORDEQ,"Rock Creek, at 30-10-30 road bridge (Middle Fork Coquille, Coquille)",43.02141468,-123.8254919,CoRa,23914865,4.093596007,0.361143508,0,6.261909286,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
24422-ORDEQ,"Big Trout Creek, 1 mile upstream from Rock Cabin Creek (Trout, Alvord Lake)",42.04382158,-118.29444,NBR,24072907,1.643574391,0.149564021,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,14,Score,YES,DEQ
24423-ORDEQ,"Dixie Creek, 1/3 mile downstream of Anderson Gulch (Burnt, Snake)",44.44768773,-117.3658841,BM,24200511,1.190346821,0.424917836,0.476978853,0,1,0,0,0,0,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24424-ORDEQ,"Milk Creek, 1/4 mi upstream from USFS boundary (Bridge, John Day)",44.47652618,-120.1329905,BM,23824915,2.201238373,0.451671183,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24425-ORDEQ,"Buck Creek, 1/4 mile upstream from Granite Creek (Granite, North Fork John Day, John Day)",44.84469066,-118.4945761,BM,23673233,2.722459388,0.466265678,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24426-ORDEQ,"Tributary to Strawberry Creek, 1/8 mile upstream from wilderness boundary (Strawberry)",44.33312788,-118.6426763,BM,23824341,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,0,Score,YES,DEQ
24427-ORDEQ,"Flat Creek, 130 meters downstream of trout pond (South Fork John Day, John Day)",44.01941576,-119.4762876,BM,23822105,1.634518474,0.234148169,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24428-ORDEQ,"Hidaway Creek, 1.3 miles on FSR 3154 (Camas, North Fork John Day, John Day)",45.09296889,-118.6660545,BM,23671337,0.928364693,0.070616233,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,E,21,Score,NO,DEQ
24429-ORDEQ,"Ennis Creek, 1/2 mile upstream from Beach Creek (Beach, John Day)",44.53910347,-119.032885,BM,23823511,2.307277718,0.869584121,0,0.413609486,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24430-ORDEQ,"Rowe Creek, at 41370 Rowe Creek Road (John Day)",44.82251295,-120.1547242,BM,23686432,1.200543497,0.366080168,0,0.008616483,2,0,0,0,0,1,1,0,1,1,NO,E,NA,NA,NO,DEQ
24431-ORDEQ,"North Fork Deer Creek, 260 m downstream of FSR 641 (Deer, SF John Day, John Day)",44.20759794,-119.28908,BM,23822239,5.110930208,2.191540653,0,0,0,0,0,2,2,1,1,1,1,1,Trash,E,NA,NA,Trash,DEQ
24432-ORDEQ,"Tributary to Frog Creek, 1/8 mle upstream from FSR 4320 crossing (Frog, White River, Deschutes)",45.18497208,-121.6407759,Ca,23720751,1.977703689,0,0,0,0,0,0,0,1,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
24433-ORDEQ,"Indian Creek, 0.25 mile on FSR 3990 to pullout (MF John Day, NF John Day, John Day)",44.83757567,-118.8788344,BM,23681461,2.019611535,0.09324531,0,0,0,0,0,0,1,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24434-ORDEQ,"Clear Creek, 3.2 mile on Clear Creek Road (Middle Fork John Day, John Day)",44.5322032,-118.478937,BM,23681389,2.892806552,0.077994603,0,0.018254681,0,0,0,0,1,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24435-ORDEQ,"Summit Creek, 0.6 mile on FSR 240 (Bridge, John Day)",44.5839356,-118.4105787,BM,23681415,3.264969751,1.14366471,0,0.829164864,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24437-ORDEQ,"Beaver Creek, 0.85 mi past turnoff to Bear Creek Ranger Station (Warm Springs, D",45.09811653,-121.5521085,EC,23719387,1.99067141,0.163965338,0,3.967430632,0,0,0,0,0,1,0,1,1,1,NO,E,NA,NA,NO,DEQ
24438-ORDEQ,"Thirtymile Creek, 3.8 mile on jeep trail (Deschutes)",45.09727851,-120.1016116,ColPl,23686688,1.599646583,0.386255783,0.021795074,0,2,0.007725116,0,0,0,0,1,0,2,1,Trash,E,NA,NA,Trash,DEQ
24439-ORDEQ,"North Reynolds Creek, 4.9 mi on FSR 2635 (Reynolds, John Day)",44.43239006,-118.5137272,BM,23822709,3.024762198,0.199511198,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24440-ORDEQ,"Clear Creek, 0.1 mile on Clear Creek Road (Middle Fork John Day, John Day)",44.5755943,-118.4914106,BM,23681387,3.339070475,0.190817845,0,0.175034493,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24441-ORDEQ,"Tenmile Creek, downhill from trailer at end of Evan's driveway (Deschutes)",44.84555813,-121.0039321,ColPl,23733029,1.397543352,0.196220238,0,0.311274095,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24442-ORDEQ,"Bakeoven Creek, 1 mile downstream of Lindley corral (Deschutes)",45.14106476,-120.9673999,ColPl,23719829,0.915074275,0.164964064,0.532899297,0.78622535,5,0,0,1,0,0,1,0,1,1,NO,E,NA,NA,NO,DEQ
24443-ORDEQ,"East Fork Meadowbrook Creek, 4.8 mi on FSR 1006 to FSR 040 (NF John Day, John Da",44.92540513,-118.8912067,BM,23670891,2.508371091,0.289895406,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24444-ORDEQ,"Long Creek, 1/4 mile DS of Jugow Creek (MF John Day, NF John Day, John Day)",44.61136493,-118.9416898,BM,23681117,1.748692833,0.244280776,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24445-ORDEQ,"Grasshopper Creek, 4.2 miles on FSR 3170 (South Fork John Day, John Day)",44.0474048,-119.2538495,BM,23824867,2.941513852,1.167422057,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24446-ORDEQ,"Camas Creek, at mile post 13 on Hwy 244 (North Fork John Day, John Day)",45.17216681,-118.7358398,BM,23671361,2.958172091,0.4889433,0,1.119032077,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24447-ORDEQ,"Sponge Creek, 1 mile downstream of Sponge Creek Camp (North Fork John Day, John Day)",44.85479955,-118.7273731,BM,23673815,1.189821084,0.123814476,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
24448-ORDEQ,"Cottonwood Creek, 2 miles after crossing EF Cottonwood (NF John Day, John Day)",44.75650058,-119.4131818,BM,23670711,1.818598804,0.50311551,0.012159096,1.698953814,4,0,0.287561777,0,0,0,0,0,1,0,NO,E,NA,NA,NO,DEQ
24452-ORDEQ,"Elk Creek, 0.3 mile upstream from Old Santiam Wagon Trail (South Santiam, Santiam, Willamette)",44.393335,-122.259898,Ca,23787157,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,0,Score,YES,DEQ
24453-ORDEQ,"Opal Creek, 0.1 mile upstream of Battle Ax Bridge (North Santiam, Santiam, Willamette)",44.83197239,-122.2003459,Ca,23781075,0.174504964,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,6.333333333,Score,YES,DEQ
24454-ORDEQ,"Coe Branch, 1/4 mile up from FSR 630 switchback (East Fork Hood, Hood)",45.43396353,-121.6686134,Ca,24507060,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,1,Score,YES,DEQ
24455-ORDEQ,"Lady Creek, 1/4 mile above small dam (Zigzag, Sandy, Columbia)",45.31538309,-121.8371826,Ca,23735951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,1,Score,YES,DEQ
24566-ORDEQ,Fifteenmile Creek 2.5 miles u/s of Eightmile Creek (OWRD 14104800),45.63063558,-121.0548634,ColPl,24504640,1.13291872,0.359977025,39.33776837,2.266286032,7,0,3.613582391,1,0,2,0,0,1,2,Trash,E,NA,NA,Trash,DEQ
24567-ORDEQ,Fifteenmile Creek upstream of Ramsey Creek off Dufur Mill Road,45.43329022,-121.2176732,EC,24504668,1.449761256,0.412140845,3.875491533,1.010391837,0,0,6.965483353,0,0,0,1,1,1,2,Trash,E,NA,NA,Trash,DEQ
24568-ORDEQ,Ramsey Creek upstream of confluence with Fifteenmile Creek off Dufur Mill Road,45.43368951,-121.2181982,EC,24507134,1.665748764,0.445615777,10.0248319,2.997653323,0,0,0,0,0,0,0,1,1,1,NO,E,NA,NA,NO,DEQ
24984-ORDEQ,South Fork Rock Creek at headwaters (Nehalem),45.78035027,-123.443062,CoRa,23872125,3.556467668,0.225799285,0,5.217128205,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25123-ORDEQ,Upper Neal Creek above agriculture diversion,45.5891544,-121.4955811,EC,24505142,1.622780046,0.341340199,0,0,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
25124-ORDEQ,Evans Creek at bridge (Baseline Road),45.51954473,-121.5793111,EC,24507634,2.756403707,0.951757475,16.91594594,2.239740999,0,0,15.14216651,0,0,0,0,1,1,2,Trash,E,NA,NA,Trash,DEQ
25133-ORDEQ,Dog River below Puppy Creek confluence,45.4649254,-121.5666529,EC,24504560,1.418503669,0.243198054,0,1.240139015,0,0,0,0,0,1,1,1,1,1,NO,E,NA,NA,NO,DEQ
25273-ORDEQ,Fitt Creek,44.54205067,-122.2195875,Ca,23786869,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,0,Score,YES,DEQ
25274-ORDEQ,Blowout Creek (North Santiam behind Detroit dam),44.63628372,-122.1129486,Ca,23780561,2.654850301,0.24644503,0,1.823061095,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25275-ORDEQ,North Santiam River at RM 89.6,44.57028,-121.99991,Ca,23780641,1.217942686,0.221004687,0,0.635894409,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25276-ORDEQ,Courtney Creek,44.36312128,-122.9531987,WV,23763577,2.004485544,0.345108433,18.50890702,0.421711807,2,0,0,0,0,0,1,0,1,1,NO,W,NA,NA,NO,DEQ
25281-ORDEQ,Boardtree Creek,43.9411012,-123.1781768,WV,23765567,3.358836731,0.440044004,0,0.039627176,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25282-ORDEQ,"Little Muddy Creek (Muddy Creek, Willamette)",44.31701583,-123.0768755,WV,23763495,1.533353627,0.290985525,53.67270341,1.086817524,2,0,2.896448446,0,0,2,1,0,1,2,Trash,W,NA,NA,Trash,DEQ
25283-ORDEQ,"Double Creek (Salmon Creek, Middle Fork Willamette)",43.77962563,-122.2646994,Ca,23753392,2.73497129,1.251251251,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25284-ORDEQ,Furnish Creek,43.79795482,-122.1379974,Ca,23752772,0.101287981,0,0,0,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,14,Score,YES,DEQ
25285-ORDEQ,Eagle Creek,43.6856584,-122.1945824,Ca,23752334,1.410960117,0.179057442,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25286-ORDEQ,"Sharps Creek (Row, Coast Fork Willamette)",43.57786207,-122.6960631,Ca,23759504,1.491733134,0.321595112,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25287-ORDEQ,South Fork Groundhog Creek,43.59340733,-122.2969759,Ca,23752246,2.077475169,0.136107198,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25288-ORDEQ,Middle Fork Willamette River,43.47222354,-122.2343277,Ca,23752148,1.316700214,0.184943461,0,0.302830911,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25290-ORDEQ,"Maria Creek, Siuslaw",44.17957813,-123.8945952,CoRa,23890034,0.846541287,0,0,1.257488165,0,0,0,1,1,1,1,1,1,1,Ref_GIS.candidate,W,14,N,NO,DEQ
25295-ORDEQ,"Rock Creek tributary (RM 0.3), Devils Lake",44.98902618,-123.9639863,CoRa,NA,6.012210583,0,0,14.14734816,0,0,0,2,1,1,2,1,1,1,Trash,W,NA,NA,Trash,DEQ
25297-ORDEQ,Siuslaw River,43.88201074,-123.5070989,CoRa,23889616,3.405687553,0.572353256,4.907583378,3.844740369,1,0,0,0,0,0,0,0,1,1,NO,W,NA,NA,NO,DEQ
25298-ORDEQ,"Beaver Creek, Siuslaw",43.94719467,-123.8886622,CoRa,23890316,1.645584471,0.279735929,1.109103891,4.388345698,0,0,0,0,0,0,0,1,1,1,NO,W,NA,NA,NO,DEQ
25299-ORDEQ,"Dement Creek, Coquille",42.94138459,-124.2089915,CoRa,23914541,2.278184245,0.819554572,0,4.663394827,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25307-ORDEQ,"King Creek, Coquille",43.05069157,-124.0177482,CoRa,23915749,3.627718006,0.445871232,0,0,0,0,0,0,0,1,1,1,1,1,NO,W,NA,NA,NO,DEQ
25309-ORDEQ,South Fork Coquille River,42.76058827,-123.9838257,CoRa,23914665,2.632766651,0.355324227,0,4.646836318,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25311-ORDEQ,"West Fork Silver Creek, East Fork Milliaco",43.49350521,-123.9547832,CoRa,23910347,4.683636024,0,0,2.250439177,0,0,0,0,1,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25316-ORDEQ,"Walker Creek, Nestucca",45.29374427,-123.416315,CoRa,23876831,4.047190941,0.513475596,0,9.479917159,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25317-ORDEQ,"Niagra Creek, Nestucca",45.19128777,-123.6466057,CoRa,23876923,2.051695926,0.246147787,0,4.460350076,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25318-ORDEQ,Sand Creek,45.339813,-123.9185128,CoRa,23876735,4.031756593,0.883748247,0,5.3432352,0,0,0,0,0,1,0,1,1,1,NO,W,NA,NA,NO,DEQ
25319-ORDEQ,"Rice CR, Netarts",45.42841286,-123.9365135,CoRa,23876571,5.213997276,2.22646249,0,6.393077673,0,0,0,2,2,1,0,1,1,1,Trash,W,NA,NA,Trash,DEQ
25322-ORDEQ,"Coal Creek, Nehalem",45.81871303,-123.1725682,CoRa,23872187,2.517025397,0.210970464,0,4.596153152,1,0,0,0,0,1,0,0,1,1,NO,W,NA,NA,NO,DEQ
25323-ORDEQ,"Oak Ranch Creek, Nehalem",45.94779406,-123.1007037,CoRa,23872219,4.236242297,0.510034937,0.059674081,5.067681103,3,0,0,0,0,0,0,0,1,1,NO,W,NA,NA,NO,DEQ
25324-ORDEQ,"Laughlin Creek, Trask",45.43440968,-123.4518677,CoRa,23876623,4.934470634,0.310713398,0,10.2355086,0,0,0,2,0,1,2,1,1,1,Trash,W,NA,NA,Trash,DEQ
