Use_FINAL,Rationale,act_id,MLocID,StationDes,GNIS_Name,SampleStart_Date,tot.abund,Latitude,Longitude,AU_ID,EcoRegion3,EcoRegion2,Reachcode,Measure,ELEV_Ft,COMID,Nearby_COMID,ReferenceSite,Name,Description
N,,25124-ORDEQ:20020619:R:SR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,06/19/2002,529,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
N,,25124-ORDEQ:20020619:R:QCFR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,06/19/2002,824,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
N,,25124-ORDEQ:20020724:R:SR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,07/24/2002,340,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
Y,,25124-ORDEQ:20020724:R:QCFR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,07/24/2002,505,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
N,,25124-ORDEQ:20050601:R:SR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,06/01/2005,502,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
N,,25124-ORDEQ:20050617:R:SR,25124-ORDEQ,Evans Creek at bridge (Baseline Road),Evans Creek,06/17/2005,556,45.51954473,-121.5793111,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001557,9.1648300000000003,1680,24507634,,MOST DISTURBED,25124-ORDEQ,Evans Creek at bridge (Baseline Road)
N,,33481-ORDEQ:20060720:R:SR,33481-ORDEQ,Fairview Creek,Fairview Creek,07/20/2006,589,45.53111711,-122.4472494,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012007688,73.210499999999996,197,23815106,,MOST DISTURBED,33481-ORDEQ,Fairview Creek
Y,,33481-ORDEQ:20060925:R:SR,33481-ORDEQ,Fairview Creek,Fairview Creek,09/25/2006,512,45.53111711,-122.4472494,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012007688,73.210499999999996,197,23815106,,MOST DISTURBED,33481-ORDEQ,Fairview Creek
N,,dfw_20417:20090921:R:SR,dfw_20417,Fall Cr at RM 0.5,Fall Creek,09/21/2009,239,45.44692272,-123.9532851,OR_WS_171002030901_05_106190,1,MARINE WEST COAST FOREST,17100203000760,28.816079999999999,116,23876553,,MOST DISTURBED,dfw_20417,Fall Cr at RM 0.5
N,,dfw_20417:20190910:R:QCLR,dfw_20417,Fall Cr at RM 0.5,Fall Creek,09/10/2019,537,45.44692272,-123.9532851,OR_WS_171002030901_05_106190,1,MARINE WEST COAST FOREST,17100203000760,28.816079999999999,116,23876553,,MOST DISTURBED,dfw_20417,Fall Cr at RM 0.5
N,,dfw_20417:20190910:R:QCFR,dfw_20417,Fall Cr at RM 0.5,Fall Creek,09/10/2019,521,45.44692272,-123.9532851,OR_WS_171002030901_05_106190,1,MARINE WEST COAST FOREST,17100203000760,28.816079999999999,116,23876553,,MOST DISTURBED,dfw_20417,Fall Cr at RM 0.5
Y,,dfw_20417:20190910:R:SR,dfw_20417,Fall Cr at RM 0.5,Fall Creek,09/10/2019,521,45.44692272,-123.9532851,OR_WS_171002030901_05_106190,1,MARINE WEST COAST FOREST,17100203000760,28.816079999999999,116,23876553,,MOST DISTURBED,dfw_20417,Fall Cr at RM 0.5
Y,,33480-ORDEQ:20060712:R:SR,33480-ORDEQ,Fanno Creek,Fanno Creek,07/12/2006,662,45.48796548,-122.7413699,OR_WS_170900100502_02_104513,3,MARINE WEST COAST FOREST,17090010000234,65.141530000000003,246,23805290,,MOST DISTURBED,33480-ORDEQ,Fanno Creek
N,,33515-ORDEQ:20060720:R:SR,33515-ORDEQ,Fanno Creek,Fanno Creek,07/20/2006,609,45.4868325,-122.7233979,OR_WS_170900100502_02_104513,3,MARINE WEST COAST FOREST,17090010000236,95.497290000000007,274,23805294,,MOST DISTURBED,33515-ORDEQ,Fanno Creek
N,,33480-ORDEQ:20060926:R:SR,33480-ORDEQ,Fanno Creek,Fanno Creek,09/26/2006,671,45.48796548,-122.7413699,OR_WS_170900100502_02_104513,3,MARINE WEST COAST FOREST,17090010000234,65.141530000000003,246,23805290,,MOST DISTURBED,33480-ORDEQ,Fanno Creek
Y,,33378-ORDEQ:20060913:R:SR,33378-ORDEQ,Fat Elk Creek (ODFW),Fat Elk Creek,09/13/2006,555,43.15119661,-124.2444265,OR_WS_171003050502_02_105007,1,MARINE WEST COAST FOREST,17100305000047,37.65692,36,23914455,,MOST DISTURBED,33378-ORDEQ,Fat Elk Creek (ODFW)
Y,,33091-ORDEQ:20160920:R:SR,33091-ORDEQ,Fifteenmile Creek - 1/3 miles downstream of Standard Hollow,Fifteenmile Creek,09/20/2016,562,45.54945516,-120.9742137,OR_SR_1707010503_02_101506,10,COLD DESERTS,17070105000211,79.699359999999999,817,24504652,,MOST DISTURBED,33091-ORDEQ,Fifteenmile Creek - 1/3 miles downstream of Standard Hollow
N,,24566-ORDEQ:20160919:R:SR,24566-ORDEQ,Fifteenmile Creek 2.5 miles u/s of Eightmile Creek (OWRD 14104800),Fifteenmile Creek,09/19/2016,545,45.63063558,-121.0548634,OR_SR_1707010503_02_101506,10,COLD DESERTS,17070105000205,50.860120000000002,399,24504640,,MOST DISTURBED,24566-ORDEQ,Fifteenmile Creek 2.5 miles u/s of Eightmile Creek (OWRD 14104800)
N,,28977-ORDEQ:20160922:R:SR,28977-ORDEQ,Fifteenmile Creek at Dufur City Reservoir intake,Fifteenmile Creek,09/22/2016,565,45.39582049,-121.2786149,OR_WS_170701050301_02_101984,9,WESTERN CORDILLERA,17070105000229,11.60406,1927,24504688,,MOST DISTURBED,28977-ORDEQ,Fifteenmile Creek at Dufur City Reservoir intake
Y,,37434-ORDEQ:20160920:R:SR,37434-ORDEQ,Fifteenmile Creek at Dufur Park,Fifteenmile Creek,09/20/2016,543,45.45101925,-121.1251385,OR_WS_170701050302_02_101985,10,COLD DESERTS,17070105000220,22.929819999999999,1294,24504670,,MOST DISTURBED,37434-ORDEQ,Fifteenmile Creek at Dufur Park
N,,38612-ORDEQ:20160920:R:SR,38612-ORDEQ,Fifteenmile Creek d/s Underhill diversion,Fifteenmile Creek,09/20/2016,548,45.43958711,-121.1823434,OR_WS_170701050302_02_101985,9,WESTERN CORDILLERA,17070105017472,28.419080000000001,1427,24504680,,MOST DISTURBED,38612-ORDEQ,Fifteenmile Creek d/s Underhill diversion
N,,28971-ORDEQ:20160922:R:SR,28971-ORDEQ,Fifteenmile Creek upstream of Dry Creek,Fifteenmile Creek,09/22/2016,561,45.50460473,-121.0492399,OR_SR_1707010503_02_101507,10,COLD DESERTS,17070105000217,4.4143100000000004,975,24504664,,MOST DISTURBED,28971-ORDEQ,Fifteenmile Creek upstream of Dry Creek
N,,24567-ORDEQ:20160920:R:SR,24567-ORDEQ,Fifteenmile Creek upstream of Ramsey Creek off Dufur Mill Road,Fifteenmile Creek,09/20/2016,550,45.43329022,-121.2176732,OR_WS_170701050301_02_101984,9,WESTERN CORDILLERA,17070105000222,3.2159399999999998,1519,24504668,,MOST DISTURBED,24567-ORDEQ,Fifteenmile Creek upstream of Ramsey Creek off Dufur Mill Road
Y,,21810-ORDEQ:19990824:R:SR,21810-ORDEQ,Fishhawk Creek at River Mile 1.07,Fishhawk Creek,08/24/1999,315,45.93212947,-123.5069076,OR_WS_171002020301_05_106089,1,MARINE WEST COAST FOREST,17100202000201,19.53689,475,23872237,,MOST DISTURBED,21810-ORDEQ,Fishhawk Creek at River Mile 1.07
Y,,26804-ORDEQ:20020916:R:SR,26804-ORDEQ,Flat Creek,Flat Creek,09/16/2002,77,44.26601028,-123.2354045,OR_WS_170900030603_02_104290,3,MARINE WEST COAST FOREST,17090003005742,81.467569999999995,301,23763313,,MOST DISTURBED,26804-ORDEQ,Flat Creek
Y,,21838-ORDEQ:19990805:R:SR,21838-ORDEQ,Glenn Creek at River Mile 5.45,Glenn Creek,08/05/1999,308,44.94748716,-123.1025499,OR_WS_170900070303_02_104415,3,MARINE WEST COAST FOREST,17090007000240,67.154560000000004,422,23791469,,MOST DISTURBED,21838-ORDEQ,Glenn Creek at River Mile 5.45
Y,,17020-ORDEQ:19980818:R:SR,17020-ORDEQ,Gore Creek at River Mile 3.74,NULL,08/18/1998,299,42.26047,-122.84748,NULL,4,WESTERN CORDILLERA,,NULL,1063,23932016,,MOST DISTURBED,17020-ORDEQ,Gore Creek at River Mile 3.74
N,,171927,LL-RV-1035,HONEY CREEK,Honey Creek,09/21/2019,653,42.43082,-119.961385,OR_SR_1712000704_05_106502,80,COLD DESERTS,17120007000354,57.91,4740,24043085,,MOST DISTURBED,LL-RV-1035,HONEY CREEK
Y,,10741-ORDEQ:20020912:R:SR,10741-ORDEQ,Honey Creek at Plush,Honey Creek,09/12/2002,594,42.41902971,-119.9051597,OR_SR_1712000704_05_106502,80,COLD DESERTS,17120007000352,0.27604000000000001,4504,24043079,,MOST DISTURBED,10741-ORDEQ,Honey Creek at Plush
Y,,12012-ORDEQ:20070723:R:SR,12012-ORDEQ,Hood River at footbridge downstream of I-84,Hood River,07/23/2007,496,45.7109772,-121.5079961,OR_SR_1707010507_02_101512,9,WESTERN CORDILLERA,17070105000057,37.488990000000001,74,24504330,,MOST DISTURBED,12012-ORDEQ,Hood River at footbridge downstream of I-84
N,? NOT A STREAM,34370-ORDEQ:20140911:R:SR,34370-ORDEQ,"Hood River Juice Company, holding pond",NULL,09/11/2014,534,45.675234,-121.579575,OR_WS_170701050703_02_102007,9,WESTERN CORDILLERA,17070105014407,74.311689999999999,917,NULL,24506086,MOST DISTURBED,34370-ORDEQ,"Hood River Juice Company, holding pond"
N,,30336-ORDEQ:20030715:R:SR,30336-ORDEQ,Hood River Middle Fork tributary,NULL,07/15/2003,602,45.54896542,-121.650183,OR_WS_170701050505_02_102000,9,WESTERN CORDILLERA,17070105001138,42.075690000000002,1637,24506622,,MOST DISTURBED,30336-ORDEQ,Hood River Middle Fork tributary
Y,,30336-ORDEQ:20030930:R:SR,30336-ORDEQ,Hood River Middle Fork tributary,NULL,09/30/2003,686,45.54896542,-121.650183,OR_WS_170701050505_02_102000,9,WESTERN CORDILLERA,17070105001138,42.075690000000002,1637,24506622,,MOST DISTURBED,30336-ORDEQ,Hood River Middle Fork tributary
Y,,30356-ORDEQ:20030925:R:SR,30356-ORDEQ,Hunt Creek,Hunt Creek,09/25/2003,649,46.17465407,-123.4490176,OR_WS_170800030802_05_103664,1,MARINE WEST COAST FOREST,17080003000432,45.79457,355,24521188,,MOST DISTURBED,30356-ORDEQ,Hunt Creek
Y,,131139,PIBO:1903,Indian Ford Creek,Indian Ford Creek,06/18/2006,512,44.3567,-121.61472,OR_WS_170703010705_05_102300,9,WESTERN CORDILLERA,17070301000128,94.609186550000004,3239,23700295,,MOST DISTURBED,PIBO:1903,Indian Ford Creek
N,,147766,PIBO:1903,Indian Ford Creek,Indian Ford Creek,06/24/2011,471,44.3567,-121.61472,OR_WS_170703010705_05_102300,9,WESTERN CORDILLERA,17070301000128,94.609186550000004,3239,23700295,,MOST DISTURBED,PIBO:1903,Indian Ford Creek
N,,163936,PIBO:1903,Indian Ford Creek,Indian Ford Creek,06/14/2016,323,44.3567,-121.61472,OR_WS_170703010705_05_102300,9,WESTERN CORDILLERA,17070301000128,94.609186550000004,3239,23700295,,MOST DISTURBED,PIBO:1903,Indian Ford Creek
Y,,158395,IN-LS-009,IN-LS-009:Willow Creek,Willow Creek,08/19/2016,420,44.652562,-121.187024,OR_SR_1707030602_05_101812,11,WESTERN CORDILLERA,17070306010859,24.29,1951,23719755,,MOST DISTURBED,IN-LS-009,IN-LS-009:Willow Creek
N,,158420,IN-LS-009,IN-LS-009:Willow Creek,Willow Creek,08/19/2016,410,44.652562,-121.187024,OR_SR_1707030602_05_101812,11,WESTERN CORDILLERA,17070306010859,24.29,1951,23719755,,MOST DISTURBED,IN-LS-009,IN-LS-009:Willow Creek
Y,,dfw_7057:20080814:R:SR,dfw_7057,Johnson Cr,Johnson Creek,08/14/2008,485,43.68070557,-123.2907009,OR_WS_171003030305_02_106434,3,MARINE WEST COAST FOREST,17100303000830,39.340730000000001,388,24528332,,MOST DISTURBED,dfw_7057,Johnson Cr
Y,,30346-ORDEQ:20030811:R:SR,30346-ORDEQ,Johnson Creek,Johnson Creek,08/11/2003,518,45.46228049,-122.6242363,OR_SR_1709001201_02_104170,3,MARINE WEST COAST FOREST,17090012003535,85.195170000000005,69,23815064,,MOST DISTURBED,30346-ORDEQ,Johnson Creek
N,,10856-ORDEQ:20210720::T:SR,10856-ORDEQ,Johnson Creek at SE 122nd Avenue (Portland),Johnson Creek,07/20/2021,569,45.47374354,-122.5357501,OR_SR_1709001201_02_104170,3,MARINE WEST COAST FOREST,17090012003541,81.380330000000001,224,23815064,,MOST DISTURBED,10856-ORDEQ,Johnson Creek at SE 122nd Avenue (Portland)
N,,10856-ORDEQ:20220720:N/A:T:SR,10856-ORDEQ,Johnson Creek at SE 122nd Avenue (Portland),Johnson Creek,07/20/2022,549,45.47374354,-122.5357501,OR_SR_1709001201_02_104170,3,MARINE WEST COAST FOREST,17090012003541,81.380330000000001,224,23815064,,MOST DISTURBED,10856-ORDEQ,Johnson Creek at SE 122nd Avenue (Portland)
Y,,31367-ORDEQ:20040819:R:SR,31367-ORDEQ,Johnson Creek tributary by Deardorff River,NULL,08/19/2004,496,45.46267722,-122.5283978,OR_WS_170900120103_02_104552,3,MARINE WEST COAST FOREST,17090012008344,82.784289999999999,533,23815466,,MOST DISTURBED,31367-ORDEQ,Johnson Creek tributary by Deardorff River
Y,,171964,VM-TR-1243,JORDAN CREEK,Jordan Creek,07/30/2019,1098,42.88898,-117.590579,OR_SR_1705010808_05_102715,80,COLD DESERTS,17050108001661,79.7,3479,23360055,,MOST DISTURBED,VM-TR-1243,JORDAN CREEK
N,,29026-ORDEQ:20020812:R:QCLR,29026-ORDEQ,Jordan Creek at Murname Boy Scout Camp approximately 15 miles southwest of Eugene,Jordan Creek,08/12/2002,529,43.93192133,-123.30033,OR_WS_170900030103_02_104245,3,MARINE WEST COAST FOREST,17090003001277,2.4489299999999998,515,23765553,,MOST DISTURBED,29026-ORDEQ,Jordan Creek at Murname Boy Scout Camp approximately 15 miles southwest of Eugene
Y,,29026-ORDEQ:20020812:R:SR,29026-ORDEQ,Jordan Creek at Murname Boy Scout Camp approximately 15 miles southwest of Eugene,Jordan Creek,08/12/2002,519,43.93192133,-123.30033,OR_WS_170900030103_02_104245,3,MARINE WEST COAST FOREST,17090003001277,2.4489299999999998,515,23765553,,MOST DISTURBED,29026-ORDEQ,Jordan Creek at Murname Boy Scout Camp approximately 15 miles southwest of Eugene
N,,13196-ORDEQ:19980722:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,07/22/1998,486,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
N,,13196-ORDEQ:19980922:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,09/22/1998,282,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
N,,13196-ORDEQ:19990811:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,08/11/1999,300,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
Y,,13196-ORDEQ:20000627:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,06/27/2000,546,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
N,,13196-ORDEQ:20030717:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,07/17/2003,600,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
N,,13196-ORDEQ:20040727:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,07/27/2004,202,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
N,,13196-ORDEQ:20050713:R:SR,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17,Jumpoff Joe Creek,07/13/2005,554,42.52245245,-123.4834207,OR_SR_1710031001_02_104783,78,WESTERN CORDILLERA,17100310000178,15.94181,798,23940659,,MOST DISTURBED,13196-ORDEQ,Jumpoff Joe Creek at River Mile 1.17
Y,,23846-ORDEQ:20000628:R:SR,23846-ORDEQ,Kane Creek at River Mile 0.6 (Rogue),Kane Creek,06/28/2000,636,42.42321717,-123.0398382,OR_SR_1710030802_02_105562,78,WESTERN CORDILLERA,17100308000482,1.9587699999999999,1117,23930730,,MOST DISTURBED,23846-ORDEQ,Kane Creek at River Mile 0.6 (Rogue)
Y,,33379-ORDEQ:20060824:R:SR,33379-ORDEQ,Kausen Creek (ODFW),Gray Creek,08/24/2006,536,43.11555978,-124.1713433,OR_WS_171003050501_02_105006,1,MARINE WEST COAST FOREST,17100305008631,70.838009999999997,13,23915097,,MOST DISTURBED,33379-ORDEQ,Kausen Creek (ODFW)
N,,153661,ORKSY0019,KELSEY CREEK,Kelsey Creek,06/20/2014,153,42.75318,-123.7359,OR_SR_1710031004_02_104815,78,WESTERN CORDILLERA,17100310000272,1.78,1962,23940857,,MOST DISTURBED,ORKSY0019,KELSEY CREEK
Y,,210782,ORKSY0019,KELSEY CREEK,Kelsey Creek,07/08/2022,273,42.75318,-123.7359,OR_SR_1710031004_02_104815,78,WESTERN CORDILLERA,17100310000272,1.78,1962,23940857,,MOST DISTURBED,ORKSY0019,KELSEY CREEK
N,,131408,ORKSY0007,"Kelsey Creek, Site 6007",Kelsey Creek,06/29/2007,399,42.75965,-123.7055,OR_WS_171003100405_02_104876,78,WESTERN CORDILLERA,17100310000272,40.130000000000003,2608,23940857,,MOST DISTURBED,ORKSY0007,"Kelsey Creek, Site 6007"
Y,,153659,ORKSY0007,"Kelsey Creek, Site 6007",Kelsey Creek,06/21/2014,360,42.75965,-123.7055,OR_WS_171003100405_02_104876,78,WESTERN CORDILLERA,17100310000272,40.130000000000003,2608,23940857,,MOST DISTURBED,ORKSY0007,"Kelsey Creek, Site 6007"
N,,210786,ORKSY0007,"Kelsey Creek, Site 6007",Kelsey Creek,07/09/2022,690,42.75965,-123.7055,OR_WS_171003100405_02_104876,78,WESTERN CORDILLERA,17100310000272,40.130000000000003,2608,23940857,,MOST DISTURBED,ORKSY0007,"Kelsey Creek, Site 6007"
N,,21839-ORDEQ:19990802:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,08/02/1999,312,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20000626:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,06/26/2000,604,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
Y,,21839-ORDEQ:20000912:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,09/12/2000,505,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20010820:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,08/20/2001,326,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20020826:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,08/26/2002,165,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20030910:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,09/10/2003,623,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20030915:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,09/15/2003,540,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20040728:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,07/28/2004,653,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,21839-ORDEQ:20050831:R:SR,21839-ORDEQ,King Creek at River Mile 0.24,King Creek,08/31/2005,553,43.7397222,-122.8911548,OR_WS_170900020204_02_104230,4,WESTERN CORDILLERA,17090002000206,7.6218000000000004,886,23759692,,MOST DISTURBED,21839-ORDEQ,King Creek at River Mile 0.24
N,,11972-ORDEQ:20010618:R:SR,11972-ORDEQ,Lenz Creek at mouth,Lenz Creek,06/18/2001,167,45.6446144,-121.5147318,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000987,0.6421,587,24506306,,MOST DISTURBED,11972-ORDEQ,Lenz Creek at mouth
N,,11972-ORDEQ:20010710:R:SR,11972-ORDEQ,Lenz Creek at mouth,Lenz Creek,07/10/2001,245,45.6446144,-121.5147318,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000987,0.6421,587,24506306,,MOST DISTURBED,11972-ORDEQ,Lenz Creek at mouth
N,,11972-ORDEQ:20050617:R:SR,11972-ORDEQ,Lenz Creek at mouth,Lenz Creek,06/17/2005,928,45.6446144,-121.5147318,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000987,0.6421,587,24506306,,MOST DISTURBED,11972-ORDEQ,Lenz Creek at mouth
Y,,11972-ORDEQ:20080722:R:SR,11972-ORDEQ,Lenz Creek at mouth,Lenz Creek,07/22/2008,540,45.6446144,-121.5147318,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000987,0.6421,587,24506306,,MOST DISTURBED,11972-ORDEQ,Lenz Creek at mouth
Y,,33399-ORDEQ:20090910:R:SR,33399-ORDEQ,Lillian Creek (ODFW),Lillian Creek,09/10/2009,502,43.36210396,-124.1438647,OR_EB_1710030403_01_100285,1,MARINE WEST COAST FOREST,17100304005033,31.0611,17,23910613,,MOST DISTURBED,33399-ORDEQ,Lillian Creek (ODFW)
N,,34652-ORDEQ:20070912:R:QCLR,34652-ORDEQ,Little Elk Cr at RM 8.18,Little Elk Creek,09/12/2007,569,44.62124973,-123.6572448,OR_WS_171002040103_02_106127,1,MARINE WEST COAST FOREST,17100204000679,83.442653000000007,551,23882042,,MOST DISTURBED,34652-ORDEQ,Little Elk Cr at RM 8.18
Y,,34652-ORDEQ:20070912:R:SR,34652-ORDEQ,Little Elk Cr at RM 8.18,Little Elk Creek,09/12/2007,572,44.62124973,-123.6572448,OR_WS_171002040103_02_106127,1,MARINE WEST COAST FOREST,17100204000679,83.442653000000007,551,23882042,,MOST DISTURBED,34652-ORDEQ,Little Elk Cr at RM 8.18
Y,,25282-ORDEQ:20010827:R:SR,25282-ORDEQ,"Little Muddy Creek (Muddy Creek, Willamette)",Little Muddy Creek,08/27/2001,590,44.31701583,-123.0768755,OR_SR_1709000306_02_103838,3,MARINE WEST COAST FOREST,17090003000385,67.91301,298,23763495,,MOST DISTURBED,25282-ORDEQ,"Little Muddy Creek (Muddy Creek, Willamette)"
Y,,35827-ORDEQ:20000627:R:SR,35827-ORDEQ,LITTLE SNOWSHOE CR AT MOUTH,Little Snowshoe Creek,06/27/2000,514,44.16125003,-119.2342659,OR_WS_171200020101_05_106545,11,WESTERN CORDILLERA,17120002000411,0.34460000000000002,5121,24007840,,MOST DISTURBED,35827-ORDEQ,LITTLE SNOWSHOE CR AT MOUTH
Y,,185193,ORNBT0032,LOWER NORTH FORK LITTLE BUTTE CREEK,North Fork Little Butte Creek,09/30/2021,675,42.39456,-122.51,OR_WS_171003070802_02_105748,78,WESTERN CORDILLERA,17100307005137,81.069999999999993,2430,23923174,,MOST DISTURBED,ORNBT0032,LOWER NORTH FORK LITTLE BUTTE CREEK
N,,210794,ORNBT0020,LOWER NORTH FORK LITTLE BUTTE CREEK,North Fork Little Butte Creek,09/15/2022,623,42.39245,-122.5047,OR_WS_171003070802_02_105748,78,WESTERN CORDILLERA,17100307005170,78.48,2469,23923174,,MOST DISTURBED,ORNBT0020,LOWER NORTH FORK LITTLE BUTTE CREEK
N,,210795,ORNBT0032,LOWER NORTH FORK LITTLE BUTTE CREEK,North Fork Little Butte Creek,09/16/2022,652,42.39456,-122.51,OR_WS_171003070802_02_105748,78,WESTERN CORDILLERA,17100307005137,81.069999999999993,2430,23923174,,MOST DISTURBED,ORNBT0032,LOWER NORTH FORK LITTLE BUTTE CREEK
N,,210797,ORNBT0009,LOWER NORTH FORK LITTLE BUTTE CREEK,North Fork Little Butte Creek,09/18/2022,826,42.38913,-122.481,OR_WS_171003070802_02_105748,78,WESTERN CORDILLERA,17100307005311,29.87,2744,23923174,,MOST DISTURBED,ORNBT0009,LOWER NORTH FORK LITTLE BUTTE CREEK
Y,,171866,BT-RV-1003,MALHEUR RIVER,Malheur River,08/11/2019,777,43.699945,-118.276108,OR_SR_1705011607_05_102752,80,COLD DESERTS,17050116003626,18.13,3425,23413329,,MOST DISTURBED,BT-RV-1003,MALHEUR RIVER
