Taxon_Group,Taxon,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Coleoptera,Limnichidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Other Non-Insect,Limnochares,FALSE,,DNI,Limnochares,Trombidiformes,DNI
Oligochaeta,Limnodrilus,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae
Oligochaeta,Limnodrilus hoffmeisteri,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae
Diptera,Limnophila,FALSE,,Eloeophila,Eloeophila,Eloeophila,Eloeophila
Diptera,Limnophila/Dicranophragma/Eloeophila/Euphylidorea/Idioptera,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limnophilinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limnophora,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae
Chironomidae,Limnophyes,FALSE,,Limnophyes,Limnophyes,Limnophyes,Limnophyes
Heteroptera,Limnoporus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Diptera,Limonia,FALSE,,Dicranomyia,Dicranomyia,Dicranomyia,DNI
Diptera,Limonia/Dicranomyia/Geranomyia,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limoniidae,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limoniinae,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limoniinae sp. AJF#01,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limoniinae sp. AJF#02,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Limoniinae sp. AJF#03,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Coleoptera,Liodessus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Liodessus obscurellus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Diptera,Lipsothrix,FALSE,,DNI,Lipsothrix,Lipsothrix,DNI
Other Non-Insect,Lirceus,FALSE,,DNI,Lirceus,Lirceus,DNI
Other Non-Insect,Lithoglyphidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Other Non-Insect,Ljania,FALSE,,DNI,Ljania,Trombidiformes,DNI
Chironomidae,Lopescladius,FALSE,,Lopescladius,Lopescladius,Lopescladius,DNI
Terrestrial,Lumbricidae,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI
Terrestrial,Lumbricina,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI
Terrestrial,Lumbriculida,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI
Oligochaeta,Lumbriculidae,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae
Oligochaeta,Lumbriculus,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae
Coleoptera,Lutrochus,FALSE,,DNI,Lutrochus,Lutrochus,DNI
Other Non-Insect,Lymnaea,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Other Non-Insect,Lymnaea auricularia,FALSE,This is actually Radix  an invaisive,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Other Non-Insect,Lymnaeidae,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Ephemeroptera,Maccaffertium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Ephemeroptera,Maccaffertium terminatum,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Ephemeroptera,Maccaffertium vicarium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Ephemeroptera,Maccaffertium/Stenonema,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Odonata,Macromia,FALSE,,DNI,Macromia,Macromia,DNI
Odonata,Macromiidae,FALSE,,DNI,Macromiidae,Macromiidae,DNI
Chironomidae,Macropelopia,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia
Chironomidae,Macropelopia decedens,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia
Chironomidae,Macropelopiini,FALSE,,DNI,Macropelopiini,Macropelopiini,DNI
Heteroptera,Macrovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Macrovelia hornii,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Plecoptera,Malenka,FALSE,,Malenka,Malenka,Malenka,Malenka
Diptera,Mallochohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
,Manayunkia speciosa,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Other Non-Insect,Margaritifera,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI
Other Non-Insect,Margaritifera falcata,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI
Other Non-Insect,Margaritiferidae,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI
Trichoptera,Marilia,FALSE,,DNI,Marilia,Marilia,DNI
Oligochaeta,Marionina,TRUE,Dubious ID ( known from MN and WI),DNI,DNI,DNI,DNI
Diptera,Maruina,FALSE,,Maruina,Maruina,Maruina,Maruina
Diptera,Maruina lanceolata,FALSE,,Maruina,Maruina,Maruina,Maruina
Ephemeroptera,Matriella,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Ephemeroptera,Matriella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Terrestrial,Megadrile,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Plecoptera,Megaleuctra,FALSE,,DNI,Megaleuctra,Megaleuctra,DNI
Megaloptera,Megaloptera,FALSE,,DNI,Megaloptera,Megaloptera,DNI
Plecoptera,Megarcys,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys
Plecoptera,Megarcys subtruncata,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys
Other Non-Insect,Melanoides,TRUE,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,DNI,DNI
Other Non-Insect,Mena,FALSE,,Hydra,Hydra,Hydra,DNI
Other Non-Insect,Menetus,FALSE,,Menetus,Menetus,Menetus,Menetus
Other Non-Insect,Menetus (Micromenetus),FALSE,,Menetus,Menetus,Menetus,Menetus
Other Non-Insect,Menetus opercularis,FALSE,,Menetus,Menetus,Menetus,Menetus
Diptera,Meringodixa,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Diptera,Meringodixa chalonensis,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Chironomidae,Meropelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
,Merycomyia,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Oligochaeta,Mesenchytraeus,FALSE,,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus
Oligochaeta,Mesenchytraeus ,FALSE,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus
Oligochaeta,Mesenchytraeusá,FALSE,FORMATTING,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus
Other Non-Insect,Mesobates,FALSE,,DNI,Mesobates,Trombidiformes,DNI
Plecoptera,Mesocapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Chironomidae,Mesocricotopus,FALSE,,DNI,Mesocricotopus,Mesocricotopus,DNI
Chironomidae,Mesosmittia,FALSE,,DNI,Mesosmittia,Mesosmittia,DNI
Heteroptera,Mesovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Metachela,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Diptera,Metacnephia,FALSE,,DNI,Metacnephia,Metacnephia,DNI
Trichoptera,Metrichia,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Chironomidae,Metriocnemus,FALSE,,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus
Heteroptera,Metrobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Metrobates trux,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Terrestrial,Mica,TRUE,marine,DNI,DNI,DNI,DNI
Trichoptera,Micrasema,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema
Trichoptera,Micrasema dimicki,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema
Chironomidae,Microchironomus,FALSE,,DNI,Microchironomus,Microchironomus,DNI
Coleoptera,Microcylloepus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI
Coleoptera,Microcylloepus pusillus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI
Coleoptera,Microcylloepus similis,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI
Other Non-Insect,Micromenetus,FALSE,,Menetus,Menetus,Menetus,Menetus
Other Non-Insect,Micromenetus dilatatus,FALSE,,Menetus,Menetus,Menetus,Menetus
Chironomidae,Micropsectra,FALSE,,Micropsectra,Micropsectra,Micropsectra,Micropsectra
Chironomidae,Micropsectra/Tanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI
Chironomidae,Microtendipes,FALSE,,Microtendipes,Microtendipes,Microtendipes,Microtendipes
Chironomidae,Microtendipes Pedellus gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes
Chironomidae,Microtendipes pedellus group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes
Chironomidae,Microtendipes Pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes
Chironomidae,Microtendipes pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes
Chironomidae,Microtendipes rydalensis,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes
Chironomidae,Microtendipes Rydalensis Gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes
Chironomidae,Microtendipes rydalensis group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes
Chironomidae,Microtendipes Rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes
Chironomidae,Microtendipes rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes
Heteroptera,Microvelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Other Non-Insect,Midea,FALSE,,DNI,Midea,Trombidiformes,DNI
Other Non-Insect,Mideopsidae,FALSE,,DNI,Mideopsidae,Trombidiformes,DNI
Other Non-Insect,Mideopsis,FALSE,,Mideopsis,Mideopsis,Trombidiformes,Mideopsis
Trichoptera,Molanna,FALSE,,DNI,Molanna,Molanna,DNI
Other Non-Insect,Mollusca,TRUE,Too Coarse,DNI,DNI,DNI,DNI
Diptera,Molophilus,FALSE,,DNI,Molophilus,Molophilus,DNI
Other Non-Insect,Momonia,FALSE,,DNI,Momonia,Trombidiformes,DNI
Other Non-Insect,Momoniidae,FALSE,,DNI,Momoniidae,Trombidiformes,DNI
Other Non-Insect,Monatractides,FALSE,,Monatractides,Monatractides,Trombidiformes,Monatractides
Chironomidae,Monodiamesa,FALSE,,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa
Diptera,Monohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Chironomidae,Monopelopia,FALSE,,DNI,Monopelopia,Monopelopia,DNI
Trichoptera,Monophylax,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI
Trichoptera,Monophylax mono,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI
Other Non-Insect,Mooreobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida
Plecoptera,Moselia,FALSE,,Moselia,Moselia,Moselia,Moselia
Plecoptera,Moselia infuscata,FALSE,Now two species in NW,Moselia,Moselia,Moselia,Moselia
Trichoptera,Moselyana,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI
Trichoptera,Moselyana comosa,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI
Lepidoptera,Munroessa/Synclita,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Diptera,Muscidae,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae
Terrestrial,Muscomorpha,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Other Non-Insect,Musculium,FALSE,,Sphaeriidae,Musculium,Musculium,Sphaeriidae
Terrestrial,Mycetophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Trichoptera,Mystacides,FALSE,,Mystacides,Mystacides,Mystacides,DNI
Trichoptera,Mystacides alafimbriata,FALSE,spelling mistake,Mystacides,Mystacides,Mystacides,DNI
,Mystacides alafimbriatus,FALSE,,Mystacides,Mystacides,Mystacides,DNI
Other Non-Insect,Myzobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida
Oligochaeta,Naididae,FALSE,,DNI,Naididae,Oligochaeta,DNI
Oligochaeta,Naidinae,FALSE,,Naidinae,Naidinae,Oligochaeta,Naidinae
Oligochaeta,Nais,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae
Oligochaeta,Nais communis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae
Oligochaeta,Nais variabilis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae
Other Non-Insect,Najadicola,FALSE,,DNI,Najadicola,Trombidiformes,DNI
Trichoptera,Namamyia,FALSE,,DNI,Namamyia,Namamyia,DNI
Trichoptera,Namamyia plutonis,FALSE,,DNI,Namamyia,Namamyia,DNI
Chironomidae,Nanocladius,FALSE,,Nanocladius,Nanocladius,Nanocladius,Nanocladius
,Nanonemoura wahkeena,FALSE,endmic to Co. River Gorge,DNI,Nanonemoura wahkeena,Nanonemoura wahkeena,DNI
Coleoptera,Narpus,FALSE,,Narpus,Narpus,Narpus,Narpus
Coleoptera,Narpus angustus,FALSE,,Narpus,Narpus,Narpus,Narpus
Coleoptera,Narpus concolor,FALSE,,Narpus,Narpus,Narpus,Narpus
Chironomidae,Natarsia,FALSE,,Natarsia,Natarsia,Natarsia,Natarsia
Heteroptera,Naucoridae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Other Non-Insect,Nautarachna,FALSE,,Nautarachna,Nautarachna,Trombidiformes,Nautarachna
Other Non-Insect,Nautarachnidae,FALSE,,Nautarachna,Nautarachnidae,Trombidiformes,Nautarachna
Other Non-Insect,Neanthes,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Other Non-Insect,Neanthes limnicola,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
,Neaviperla forcipata,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Plecoptera,Neaviperla/Suwallia,FALSE,Slashed taxon,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Coleoptera,Nebrioporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Nebrioporus/Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Nectoporus,FALSE,"Genera within Hydroporinae in flux; for MTTI, best to leave at subfamily",Hydroporinae,Nectoporus,Nectoporus,DNI
Coleoptera,Nectoprus,FALSE,misspelled,Hydroporinae,Nectoporus,Nectoporus,Hydroporinae
Trichoptera,Nectopsyche,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI
Trichoptera,Nectopsyche gracilis,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI
Other Non-Insect,Nemata,FALSE,,Nemata,Nemata,Nemata,Nemata
Diptera,Nematocera,FALSE,,DNI,Nematocera,Nematocera,DNI
Other Non-Insect,Nematoda,FALSE,,Nemata,Nemata,Nemata,Nemata
Other Non-Insect,Nematomorpha,FALSE,,DNI,Nematomorpha,Nematomorpha,DNI
Other Non-Insect,Nemertea,FALSE,,Prostoma,Prostoma,Prostoma,DNI
,Nemotaulius hostilis,FALSE,,DNI,Nemotaulius hostilis,Nemotaulius hostilis,DNI
Diptera,Nemotelus,FALSE,,Stratiomyidae,Nemotelus,Nemotelus,DNI
Plecoptera,Nemoura,FALSE,,DNI,Nemouridae,Nemouridae,DNI
Plecoptera,Nemouridae,FALSE,,DNI,Nemouridae,Nemouridae,DNI
Other Non-Insect,Neoacarus,FALSE,,DNI,Neoacarus,Trombidiformes,DNI
Ephemeroptera,Neochoroterpes,FALSE,,DNI,Neochoroterpes,Neochoroterpes,DNI
Coleoptera,Neoclypeodytes,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Neoclypeodytes ornatellus,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
,Neocorixa,TRUE,Corixidae excluded,DNI,DNI,DNI,DNI
Megaloptera,Neohermes,FALSE,,Corydalidae,Neohermes,Neohermes,Corydalidae
Ephemeroptera,Neoleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Neoleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Ephemeroptera,Neoleptophlebia/Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Other Non-Insect,Neomysis,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI
Trichoptera,Neophylax,FALSE,,DNI,Neophylax,Neophylax,DNI
Trichoptera,Neophylax occidentis,FALSE,,DNI,Neophylax occidentis,Neophylax occidentis,DNI
Trichoptera,Neophylax rickeri,FALSE,,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri
Trichoptera,Neophylax splendens,FALSE,,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens
Other Non-Insect,Neoplanorbis,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Diptera,Neoplasta,FALSE,,Neoplasta,Neoplasta,Neoplasta,Neoplasta
Heteroptera,Neoplea striola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Coleoptera,Neoporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae
Coleoptera,Neoporus undulatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae
Trichoptera,Neothremma,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma
Trichoptera,Neothremma alicia,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma
Trichoptera,Neotrichia,FALSE,,DNI,Neotrichia,Neotrichia,DNI
Other Non-Insect,Nereididae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Trichoptera,Nerophilus,FALSE,,DNI,Nerophilus,Nerophilus,DNI
Trichoptera,Nerophilus californicus,FALSE,,DNI,Nerophilus,Nerophilus,DNI
Other Non-Insect,Neumania,FALSE,,DNI,Neumania,Trombidiformes,DNI
Trichoptera,Neureclipsis,FALSE,,DNI,Neureclipsis,Neureclipsis,DNI
Neuroptera,Neuroptera,FALSE,I tend to exclude these,DNI,Neuroptera,Neuroptera,DNI
Chironomidae,Nilotanypus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Chironomidae,Nilotanypus fimbriatus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Chironomidae,Nilothauma,FALSE,,DNI,Nilothauma,Nilothauma,DNI
,Nimbocera,FALSE,Jr. Syn. of Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus
Diptera,Nippotipula,FALSE,,Tipula,Tipula,Tipula,Tipula
Ephemeroptera,Nixe,FALSE,most PNW Nixe are Afghanurus,Afghanurus,Afghanurus,Afghanurus,Afghanurus
Ephemeroptera,Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Lepidoptera,Noctuidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Oligochaeta,Nootkadrilus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI
,Noteridae,FALSE,mostly eastern and neotropical ( no known records from OR and WA)dubious ID (Nilsson 2011),DNI,Noteridae,Noteridae,DNI
Heteroptera,Notonecta,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Notonecta kirbyi,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Notonecta undulata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Notonectidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
,Notostraca,TRUE,tadpole shrimp temporary habitats not lotic stream samples,DNI,DNI,DNI,DNI
,Nyctiophylax,TRUE,,DNI,Nyctiophylax,Nyctiophylax,DNI
Trichoptera,Ochrotrichia,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Trichoptera,Ochrotrichia alsea,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Trichoptera,Ochrotrichia stylata,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Coleoptera,Ochthebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Odonata,Octogomphus,FALSE,,Octogomphus,Octogomphus,Octogomphus,Octogomphus
Odonata,Octogomphus specularis,FALSE,,Octogomphus,Octogomphus,Octogomphus,Octogomphus
Other Non-Insect,Ocybrachypoda,FALSE,,DNI,Ocybrachypoda,Trombidiformes,DNI
Odonata,Odonata,FALSE,,DNI,Odonata,Odonata,DNI
Trichoptera,Odontoceridae,FALSE,,DNI,Odontoceridae,Odontoceridae,DNI
Chironomidae,Odontomesa,FALSE,,Odontomesa,Odontomesa,Odontomesa,Odontomesa
,Odontomesa fulva,FALSE,,Odontomesa,Odontomesa,Odontomesa,Odontomesa
Diptera,Odontomyia,FALSE,,Stratiomyidae,Odontomyia,Odontomyia,DNI
Trichoptera,Oecetis,FALSE,,Oecetis,Oecetis,Oecetis,DNI
Trichoptera,Oecetis avara,FALSE,,Oecetis,Oecetis,Oecetis,DNI
Trichoptera,Oecetis avara group,FALSE,,Oecetis,Oecetis,Oecetis,DNI
Trichoptera,Oecetis Avara Group,FALSE,,Oecetis,Oecetis,Oecetis,DNI
Trichoptera,Oecetis disjuncta,FALSE,,Oecetis,Oecetis,Oecetis,DNI
Terrestrial,Olea,TRUE,Marine,DNI,DNI,DNI,DNI
Lepidoptera,Oligia,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Terrestrial,Oligoceras,TRUE,Sponges excluded,DNI,DNI,DNI,DNI
Oligochaeta,Oligochaeta,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI
Oligochaeta,oligochaetous Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI
Trichoptera,Oligophlebodes,FALSE,,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes
Terrestrial,Oligota,TRUE,Terrestrial,DNI,DNI,DNI,DNI
,Oliveridia,FALSE,disjunct dist. Good ID backing off to family,DNI,Orthocladiinae,Orthocladiinae,DNI
Trichoptera,Onocosmoecus,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus
Trichoptera,Onocosmoecus unicolor,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus
Terrestrial,Opeas,TRUE,Marine,DNI,DNI,DNI,DNI
Oligochaeta,Ophidonais,FALSE,,Naidinae,Ophidonais,Oligochaeta,Naidinae
Oligochaeta,Ophidonais serpentina,FALSE,,Naidinae,Ophidonais,Oligochaeta,Naidinae
Odonata,Ophiogomphus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Odonata,Ophiogomphus occidentis,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Odonata,Ophiogomphus severus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Coleoptera,Optioservus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus castanipennis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus divergens,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus divergens/pecosensis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus pecosensis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus quadrimaculatus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus Quadrimaculatus Gr.,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
,Optioservus quadrimaculatus group,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Coleoptera,Optioservus seriatus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus
Other Non-Insect,Orconectes,FALSE,,DNI,Orconectes,Orconectes,DNI
Coleoptera,Ordobrevia,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera
Coleoptera,Ordobrevia nubifera,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera
Other Non-Insect,Oregonacarus,FALSE,,DNI,Oregonacarus,Trombidiformes,DNI
Other Non-Insect,Oregonia,TRUE,marine,DNI,DNI,DNI,DNI
Coleoptera,Oreodytes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Coleoptera,Oreodytes abbreviatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Coleoptera,Oreodytes congruus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Coleoptera,Oreodytes obesus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Coleoptera,Oreodytes quadrimaculatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Coleoptera,Oreodytes sanmarkii,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae
Diptera,Oreogeton,FALSE,,Oreogeton,Oreogeton,Oreogeton,Oreogeton
