sampleId,otuName2005,splitCount
121259,Rhyacophila,6
121259,Diphetor_hageni,2
121259,Drunella_spinifera,1
121259,Parapsyche,6
121259,Moselia,1
121259,Visoka,34
121259,Pedomoecus,3
121259,Pteronarcys,1
121259,Rhyacophila,1
121259,Rhyacophila,1
121259,Rhyacophila,1
121261,Trombidiformes,17
121261,Heterlimnius,94
121261,Lara,4
121261,Optioservus,1
121261,Zaitzevia,17
121261,Chironominae,17
121261,Orthocladiinae,37
121261,Tanypodinae,3
121261,Glutops,3
121261,Antocha,3
121261,Baetis,13
121261,Drunella_doddsi,3
121261,Cinygmula,38
121261,Epeorus,1
121261,Rhithrogena,2
121261,Ameletus,2
121261,Doroneuria,2
121261,Micrasema,2
121261,Glossosoma,1
121261,Lepidostoma,1
121261,Nematoda,4
121261,Curculionidae,1
121261,Diphetor_hageni,2
121261,Drunella_spinifera,3
121261,Ceratopogoninae,1
121261,Optioservus,2
121261,Drunella_coloradensis/flavilinea,1
121261,Moselia,1
121261,Visoka,15
121261,Pedomoecus,4
121261,Rhyacophila,3
121261,Rhyacophila,1
121261,Rhyacophila,1
121262,Oligochaeta,8
121262,Trombidiformes,15
121262,Narpus,1
121262,Optioservus,128
121262,Zaitzevia,3
121262,Chironominae,1
121262,Orthocladiinae,99
121262,Tanypodinae,1
121262,Chelifera/,3
121262,Muscidae,2
121262,Simulium,4
121262,Baetis,1
121262,Leptophlebiidae,3
121262,Doroneuria,6
121262,Micrasema,4
121262,Glossosoma,3
121262,Lepidostoma,2
121262,Dicosmoecus,2
121262,Pisidiidae,5
121262,Diphetor_hageni,1
121262,Rhyacophila,1
121262,Parapsyche,1
121262,Onocosmoecus,2
121262,Rhyacophila,1
121262,Cleptelmis,3
121271,Oligochaeta,14
121271,Trombidiformes,18
121271,Heterlimnius,14
121271,Lara,1
121271,Chironominae,1
121271,Orthocladiinae,63
121271,Tanypodinae,7
121271,Clinocera,3
121271,Glutops,6
121271,Baetis,34
121271,Drunella_doddsi,8
121271,Cinygmula,12
121271,Epeorus,24
121271,Paraperla,2
121271,Sweltsa,4
121271,Malenka,2
121271,Zapada,1
121271,Doroneuria,7
121271,Brachycentrus,4
121271,Micrasema,24
121271,Dicosmoecus,9
121271,Polycentropodidae,1
121271,Rhyacophila,11
121271,Nematoda,3
121271,Diphetor_hageni,1
121271,Hesperoperla,10
121271,Drunella_coloradensis/flavilinea,1
121271,Visoka,7
121271,Rhyacophila,5
121271,Zapada,3
121276,Trombidiformes,32
121276,Heterlimnius,21
121276,Zaitzevia,1
121276,Chironominae,19
121276,Orthocladiinae,32
121276,Tanypodinae,1
121276,Chelifera/,1
121276,Clinocera,2
121276,Wiedemannia,2
121276,Glutops,3
121276,Simulium,3
121276,Antocha,1
121276,Baetis,28
121276,Drunella_doddsi,9
121276,Cinygmula,12
121276,Epeorus,28
121276,Rhithrogena,13
121276,Ameletus,14
121276,Paraperla,1
121276,Sweltsa,1
121276,Zapada,1
121276,Doroneuria,3
121276,Micrasema,12
121276,Glossosoma,33
121276,Oecetis,1
121276,Neophylax,1
121276,Dolophilodes,5
121276,Rhyacophila,6
121276,Nematoda,2
121276,Parapsyche,1
121276,Drunella_coloradensis/flavilinea,4
121276,Visoka,1
121276,Rhyacophila,5
121276,Rhyacophila,1
121277,Trombidiformes,2
121277,Narpus,1
121277,Blephariceridae,1
121277,Chironominae,2
121277,Orthocladiinae,12
121277,Deuterophlebia,2
121277,Glutops,1
121277,Simulium,168
121277,Baetis,31
121277,Drunella_doddsi,3
121277,Serratella,12
121277,Cinygmula,10
121277,Epeorus,8
121277,Rhithrogena,3
121277,Zapada,13
121277,Rhyacophila,7
121277,Neothremma,1
121277,Arctopsyche,2
121277,Drunella_spinifera,1
121277,Caudatella,1
121277,Drunella_coloradensis/flavilinea,5
121277,Rhyacophila,8
121277,Rickera,1
121277,Rhyacophila,5
121279,Trombidiformes,41
121279,Heterlimnius,33
121279,Chironominae,4
121279,Orthocladiinae,58
121279,Tanypodinae,3
121279,Chelifera/,2
121279,Clinocera,1
121279,Simulium,7
121279,Drunella_doddsi,32
121279,Cinygmula,1
121279,Ameletus,2
121279,Sweltsa,32
121279,Zapada,1
121279,Doroneuria,8
121279,Megarcys,8
121279,Micrasema,14
121279,Glossosoma,7
121279,Apatania,2
121279,Dolophilodes,5
121279,Rhyacophila,23
121279,Nematoda,3
121279,Ceratopogoninae,1
121279,Visoka,6
121279,Rhyacophila,1
121279,Rhyacophila,3
121279,Rhyacophila,2
121281,Oligochaeta,2
121281,Trombidiformes,13
121281,Heterlimnius,7
121281,Heterlimnius,1
121281,Narpus,6
121281,Optioservus,18
121281,Zaitzevia,4
121281,Zaitzevia,25
121281,Chironominae,15
121281,Orthocladiinae,69
121281,Tanypodinae,3
121281,Pericoma/Telmatoscopus,6
121281,Antocha,2
121281,Baetis,3
121281,Drunella_doddsi,13
121281,Serratella,14
121281,Cinygmula,2
121281,Rhithrogena,2
121281,Leptophlebiidae,17
121281,Ameletus,6
121281,Sweltsa,21
121281,Zapada,1
121281,Micrasema,9
121281,Agapetus,12
121281,Apatania,15
121281,Dicosmoecus,1
121281,Rhyacophila,1
121281,Ceratopogoninae,3
121281,Timpanoga_hecuba,1
121281,Optioservus,1
121281,Visoka,4
121281,Rhyacophila,3
121282,Oligochaeta,21
121282,Heterlimnius,27
121282,Chironominae,1
121282,Orthocladiinae,7
121282,Tanypodinae,1
121282,Prosimulium,2
121282,Dicranota,3
121282,Tipula,3
121282,Baetis,13
121282,Drunella_doddsi,10
121282,Cinygmula,69
121282,Epeorus,8
121282,Ironodes,2
121282,Rhithrogena,31
121282,Leptophlebiidae,1
121282,Ameletus,4
121282,Capniidae,1
121282,Kathroperla,2
121282,Sweltsa,5
121282,Zapada,1
121282,Yoraperla,13
121282,Megarcys,1
121282,Micrasema,2
121282,Anagapetus,1
121282,Parapsyche,2
121282,Lepidostoma,2
121282,Neophylax,5
121282,Dolophilodes,1
121282,Rhyacophila,15
121282,Neothremma,9
121282,Pisidiidae,1
121282,Nematoda,4
121282,Parapsyche,3
121282,Drunella_coloradensis/flavilinea,1
121282,Visoka,9
121282,Pedomoecus,1
121282,Rhyacophila,3
121282,Zapada,14
121282,Rhyacophila,1
121284,Trombidiformes,1
121284,Heterlimnius,1
121284,Lara,3
121284,Zaitzevia,1
121284,Zaitzevia,3
121284,Chironominae,8
121284,Orthocladiinae,112
121284,Oreogeton,4
121284,Glutops,1
121284,Baetis,27
121284,Drunella_doddsi,1
121284,Cinygmula,14
121284,Epeorus,14
121284,Ironodes,15
121284,Rhithrogena,10
121284,Leptophlebiidae,4
121284,Ameletus,1
121284,Zapada,9
121284,Yoraperla,6
121284,Megarcys,6
121284,Pteronarcys,3
121284,Micrasema,5
121284,Glossosoma,5
121284,Hydropsyche,5
121284,Rhyacophila,3
121284,Hesperoperla,1
121284,Parapsyche,7
121284,Ampumixis,5
121284,Visoka,12
121284,Rhyacophila,2
121284,Rhyacophila,6
121284,Rhyacophila,4
121284,Cleptelmis,1
151721,Oligochaeta,3
151721,Heterlimnius,1
151721,Lara,1
151721,Hydrophilidae,1
151721,Hydrophilidae,1
151721,Dixa,4
151721,Glutops,1
151721,Dicranota,8
151721,Hexatoma,1
151721,Limonia,1
151721,Cinygmula,6
151721,Ironodes,17
151721,Leptophlebiidae,5
151721,Sweltsa,2
151721,Malenka,3
151721,Soyedina,1
151721,Zapada,2
151721,Doroneuria,1
151721,Hydropsyche,3
151721,Lepidostoma,5
151721,Wormaldia,7
151721,Psychomyia,1
151721,Juga,25
151721,Nematoda,1
151721,Forcipomyiinae,1
151721,Baetis,7
151721,Diphetor_hageni,5
151721,Calineuria,4
151721,Hesperoperla,3
151721,Zapada,53
151721,Orthocladiinae,34
151721,Orthocladiinae,1
151721,Orthocladiinae,12
151721,Orthocladiinae,1
151721,Orthocladiinae,1
151721,Orthocladiinae,15
151721,Tanypodinae,1
151721,Despaxia,2
151721,Attenella,3
151721,Rhyacophila,4
151721,Rhyacophila,2
151721,Ceratopogoninae,2
151721,Acentrella,1
151721,Rhyacophila,3
151721,Rhyacophila,3
151721,Orthocladiinae,2
151721,Chironominae,18
151721,Orthocladiinae,1
151721,Tanypodinae,1
151721,Orthocladiinae,1
151721,Orthocladiinae,3
151721,Hydrobiidae,4
151721,Chironominae,11
154173,Oligochaeta,22
154173,Trombidiformes,1
154173,Trombidiformes,3
154173,Chironominae,122
154173,Orthocladiinae,105
154173,Tanypodinae,8
154173,Dicranota,2
154173,Baetis,1
154173,Drunella_doddsi,1
154173,Cinygma,1
154173,Cinygmula,11
154173,Epeorus,3
154173,Sweltsa,1
154173,Isoperla,4
154173,Diphetor_hageni,1
154173,Drunella_spinifera,1
154173,Ceratopogoninae,3
154173,Zapada,1
154173,Drunella_coloradensis/flavilinea,1
154173,Visoka,2
154173,Zapada,2
154173,Zapada,3
154173,Trombidiformes,1
156883,Trombidiformes,1
156883,Trombidiformes,3
156883,Chironominae,4
156883,Orthocladiinae,47
156883,Tanypodinae,1
156883,Simulium,92
156883,Antocha,1
156883,Baetis,66
156883,Caudatella,9
156883,Drunella_doddsi,15
156883,Cinygmula,3
156883,Epeorus,2
156883,Capniidae,1
156883,Sweltsa,20
156883,Isoperla,1
156883,Micrasema,6
156883,Glossosoma,1
156883,Rhyacophila,2
156883,Zapada,19
156883,Rhyacophila,1
156883,Ephemerella,5
173806,Oligochaeta,2
173806,Heterlimnius,4
173806,Zaitzevia,6
173806,Diamesinae,1
173806,Orthocladiinae,45
173806,Tanypodinae,5
173806,Chelifera/,4
173806,Simulium,26
173806,Antocha,7
173806,Dicranota,3
173806,Hexatoma,2
173806,Tipula,1
173806,Baetis,1
173806,Gomphidae,1
173806,Moselia,1
173806,Malenka,2
173806,Glossosoma,1
173806,Arctopsyche,2
173806,Hydropsyche,2
173806,Wormaldia,20
173806,Plumiperla,6
173806,Epeorus,6
173806,Diphetor_hageni,1
173806,Calineuria,4
173806,Zapada,2
173806,Chironominae,7
173806,Neophylax,3
173806,Rhyacophila,3
173806,Chironominae,33
173806,Rhyacophila,5
173806,Baetis,72
173806,Ephemerella,7
173934,Optioservus,3
173934,Simulium,5
173934,Antocha,3
173934,Dicranota,2
173934,Hexatoma,1
173934,Drunella_doddsi,5
173934,Ironodes,3
173934,Rhithrogena,10
173934,Ameletus,5
173934,Malenka,4
173934,Soliperla,5
173934,Doroneuria,9
173934,Micrasema,1
173934,Agapetus,1
173934,Arctopsyche,2
173934,Hydropsyche,13
173934,Parapsyche,11
173934,Apatania,51
173934,Diphetor_hageni,1
173934,Calineuria,2
173934,Ampumixis,4
173934,Chironominae,1
173934,Diamesinae,1
173934,Orthocladiinae,4
173934,Orthocladiinae,1
173934,Tanypodinae,1
173934,Tanypodinae,2
173934,Chironominae,1
173934,Zapada,3
173934,Rhizelmis,4
173934,Rhyacophila,1
173934,Rhyacophila,1
173934,Orthocladiinae,2
173934,Orthocladiinae,1
173934,Chironominae,1
173934,Rhyacophila,2
173934,Rhyacophila,1
173934,Baetis,3
173934,Epeorus,6
173934,Baetis,44
173934,Polycentropodidae,1
173939,Oligochaeta,2
173939,Heterlimnius,27
173939,Zaitzevia,6
173939,Diamesinae,6
173939,Orthocladiinae,2
173939,Tanypodinae,4
173939,Hexatoma,2
173939,Drunella_doddsi,27
173939,Cinygmula,77
173939,Rhithrogena,3
173939,Ameletus,15
173939,Yoraperla,1
173939,Doroneuria,3
173939,Micrasema,3
173939,Onocosmoecus,1
173939,Dolophilodes,1
173939,Rhyacophila,2
173939,Epeorus,2
173939,Diphetor_hageni,14
173939,Drunella_spinifera,5
173939,Hesperoperla,5
173939,Acentrella,1
173939,Timpanoga_hecuba,1
173939,Ampumixis,3
173939,Chironominae,10
173939,Leptophlebiidae,9
173939,Rhyacophila,12
173939,Baetis,9
173939,Ephemerella,27
174027,Oligochaeta,1
174027,Heterlimnius,1
174027,Optioservus,16
174027,Zaitzevia,26
174027,Orthocladiinae,119
174027,Tanypodinae,2
174027,Simulium,1
174027,Antocha,2
174027,Hexatoma,11
174027,Ephemerella,17
174027,Rhithrogena,3
174027,Glossosoma,2
174027,Cheumatopsyche,2
174027,Hydropsyche,49
174027,Lepidostoma,2
174027,Pteronarcys,1
174027,Brachycentrus,14
174027,Acentrella,2
174027,Drunella_grandis,3
174027,Leptophlebiidae,14
174027,Chironominae,3
174027,Baetis,9
174054,Heterlimnius,12
174054,Lara,1
174054,Optioservus,2
174054,Dixa,1
174054,Glutops,4
174054,Dicranota,2
174054,Hexatoma,1
174054,Cinygma,1
174054,Cinygmula,21
174054,Ironodes,1
174054,Sweltsa,25
174054,Malenka,6
174054,Soyedina,2
174054,Yoraperla,3
174054,Doroneuria,12
174054,Micrasema,2
174054,Heteroplectron,1
174054,Glossosoma,13
174054,Lepidostoma,4
174054,Wormaldia,6
174054,Juga,2
174054,Diphetor_hageni,1
174054,Calineuria,10
174054,Zapada,9
174054,Ampumixis,1
174054,Chironominae,1
174054,Orthocladiinae,2
174054,Orthocladiinae,6
174054,Orthocladiinae,10
174054,Attenella,1
174054,Dicosmoecus,1
174054,Rhyacophila,6
174054,Rhyacophila,3
174054,Ceratopogoninae,1
174054,Rhyacophila,1
174054,Chironominae,22
174054,Baetis,12
174054,Baetis,4
174054,Chironominae,3
174057,Oligochaeta,2
174057,Trombidiformes,7
174057,Trombidiformes,4
174057,Trombidiformes,1
174057,Heterlimnius,1
174057,Orthocladiinae,1
174057,Chelifera/,2
174057,Prosimulium,1
174057,Simulium,20
174057,Antocha,8
174057,Dicranota,1
174057,Hexatoma,3
174057,Cinygmula,10
174057,Epeorus,11
174057,Leptophlebiidae,2
174057,Ameletus,5
174057,Sweltsa,6
174057,Yoraperla,26
174057,Doroneuria,4
174057,Megarcys,2
174057,Pteronarcys,2
174057,Micrasema,17
174057,Lepidostoma,3
174057,Apatania,17
174057,Rhyacophila,1
174057,Nematoda,2
174057,Diphetor_hageni,3
174057,Ephemerella,6
174057,Chironominae,3
174057,Orthocladiinae,6
174057,Orthocladiinae,1
174057,Orthocladiinae,1
174057,Orthocladiinae,5
174057,Orthocladiinae,2
174057,Tanypodinae,1
174057,Tanypodinae,8
174057,Caudatella,6
174057,Visoka,14
174057,Zapada,2
174057,Rhyacophila,3
174057,Neophylax,17
174057,Ceratopogoninae,1
174057,Rhyacophila,3
174057,Orthocladiinae,1
174057,Chironominae,6
174057,Trombidiformes,1
174057,Neoplasta,1
174057,Baetis,13
174057,Baetis,2
174057,Baetis,10
174057,Orthocladiinae,4
174057,Ephemerella,15
174057,Baetis,6
174078,Oligochaeta,1
174078,Optioservus,77
174078,Zaitzevia,21
174078,Orthocladiinae,7
174078,Chelifera/,1
174078,Dicranota,1
174078,Hexatoma,1
174078,Rhithrogena,30
174078,Leptophlebiidae,1
174078,Doroneuria,2
174078,Pteronarcys,1
174078,Micrasema,10
174078,Glossosoma,44
174078,Hydropsyche,11
174078,Lepidostoma,7
174078,Neophylax,19
174078,Nematoda,8
174078,Brachycentrus,2
174078,Chironominae,17
174078,Chironominae,31
174078,Baetis,8
174169,Oligochaeta,8
174169,Heterlimnius,3
174169,Hydrophilidae,1
174169,Diamesinae,1
174169,Orthocladiinae,57
174169,Tanypodinae,5
174169,Dixa,3
174169,Clinocera,1
174169,Oreogeton,1
174169,Simulium,1
174169,Dicranota,3
174169,Drunella_doddsi,4
174169,Cinygmula,13
174169,Epeorus,8
174169,Ironodes,2
174169,Rhithrogena,2
174169,Leptophlebiidae,1
174169,Ameletus,1
174169,Kathroperla,2
174169,Malenka,7
174169,Yoraperla,7
174169,Calineuria,1
174169,Pteronarcys,1
174169,Micrasema,1
174169,Glossosoma,15
174169,Lepidostoma,1
174169,Dolophilodes,2
174169,Nematoda,9
174169,Epeorus,1
174169,Diphetor_hageni,1
174169,Zapada,10
174169,Drunella_grandis,3
174169,Chironominae,12
174169,Zapada,2
174169,Rhyacophila,1
174169,Neophylax,7
174169,Ceratopogoninae,2
174169,Forcipomyiinae,1
174169,Rhyacophila,6
174169,Rhyacophila,2
174169,Ostracoda,3
174169,Baetis,18
174169,Polycentropodidae,2
174170,Oligochaeta,4
174170,Gammarus,4
174170,Heterlimnius,7
174170,Orthocladiinae,25
174170,Tanypodinae,1
174170,Chelifera/,3
174170,Oreogeton,2
174170,Simulium,3
174170,Antocha,2
174170,Dicranota,1
174170,Hexatoma,2
174170,Caudatella,11
174170,Drunella_doddsi,19
174170,Ephemerella,24
174170,Cinygma,4
174170,Cinygmula,21
174170,Ironodes,11
174170,Leptophlebiidae,5
174170,Leptophlebiidae,1
174170,Ameletus,1
174170,Sweltsa,2
174170,Moselia,3
174170,Yoraperla,1
174170,Doroneuria,3
174170,Micrasema,16
174170,Glossosoma,14
174170,Hydropsyche,3
174170,Parapsyche,1
174170,Agraylea,1
174170,Lepidostoma,2
174170,Wormaldia,6
174170,Polycentropodidae,1
174170,Rhyacophila,3
174170,Neothremma,1
174170,Pisidiidae,6
174170,Diphetor_hageni,2
174170,Corydalidae,1
174170,Despaxia,3
174170,Chironominae,4
174170,Epeorus,2
174170,Zapada,2
174170,Rhyacophila,23
174170,Epeorus,5
174170,Baetis,44
174172,Oligochaeta,1
174172,Narpus,2
174172,Optioservus,20
174172,Zaitzevia,3
174172,Chironominae,10
174172,Orthocladiinae,1
174172,Simulium,27
174172,Dicranota,4
174172,Baetis,8
174172,Attenella,5
174172,Cinygma,3
174172,Rhithrogena,14
174172,Ameletus,3
174172,Sweltsa,7
174172,Pteronarcys,4
174172,Micrasema,3
174172,Hydropsyche,13
174172,Wormaldia,3
174172,Rhyacophila,1
174172,Hesperoperla,2
174172,Zapada,3
174172,Rhyacophila,1
174172,Epeorus,1
174172,Baetis,81
174172,Baetis,77
174172,Capniidae,3
174173,Dytiscidae,3
174173,Optioservus,63
174173,Zaitzevia,22
174173,Chironominae,1
174173,Orthocladiinae,7
174173,Dixa,1
174173,Simulium,11
174173,Hexatoma,2
174173,Cinygma,15
174173,Epeorus,1
174173,Rhithrogena,3
174173,Leptophlebiidae,1
174173,Gomphidae,4
174173,Pteronarcys,1
174173,Glossosoma,3
174173,Hydropsyche,3
174173,Hesperoperla,1
174173,Baetis,110
174306,Ordobrevia,4
174306,Blephariceridae,1
174306,Orthocladiinae,21
174306,Simulium,98
174306,Antocha,1
174306,Epeorus,1
174306,Rhithrogena,4
174306,Ameletus,1
174306,Hydropsyche,56
174306,Cryptolabis,1
174306,Calineuria,10
174306,Rhyacophila,2
174306,Chironominae,1
174306,Baetis,22
174313,Orthocladiinae,13
174313,Tanypodinae,4
174313,Antocha,2
174313,Baetis,4
174313,Drunella_doddsi,39
174313,Cinygmula,3
174313,Leptophlebiidae,3
174313,Ameletus,1
174313,Doroneuria,3
174313,Megarcys,2
174313,Micrasema,4
174313,Glossosoma,1
174313,Hydropsyche,11
174313,Rhyacophila,7
174313,Nematoda,2
174313,Epeorus,24
174313,Drunella_spinifera,1
174313,Hesperoperla,1
174313,Ampumixis,2
174313,Chironominae,14
174313,Forcipomyiinae,1
174313,Rhyacophila,8
174313,Rhyacophila,5
174313,Rhyacophila,1
174313,Rhyacophila,2
174313,Baetis,98
174313,Ephemerella,20
174313,Polycentropodidae,1
174363,Oligochaeta,7
174363,Heterlimnius,2
174363,Orthocladiinae,6
174363,Tanypodinae,17
174363,Chelifera/,1
174363,Dicranota,6
174363,Hexatoma,1
174363,Tipula,3
174363,Cinygmula,17
174363,Leptophlebiidae,6
174363,Gomphidae,3
174363,Sweltsa,13
174363,Skwala,4
174363,Amiocentrus,1
174363,Lepidostoma,11
174363,Apatania,2
174363,Hydrobiidae,4
174363,Juga,3
174363,Pisidiidae,3
174363,Zapada,144
174363,Optioservus,22
174363,Chironominae,19
174363,Rhyacophila,1
174363,Baetis,4
174379,Heterlimnius,7
174379,Ordobrevia,2
174379,Zaitzevia,1
174379,Orthocladiinae,26
174379,Simulium,8
174379,Antocha,1
174379,Hexatoma,1
174379,Baetis,2
174379,Drunella_doddsi,1
174379,Cinygmula,1
174379,Rhithrogena,6
174379,Leptophlebiidae,2
174379,Malenka,12
174379,Perlinodes,1
174379,Arctopsyche,3
174379,Hydropsyche,1
174379,Lepidostoma,1
174379,Wormaldia,3
174379,Epeorus,1
174379,Diphetor_hageni,2
174379,Calineuria,5
174379,Timpanoga_hecuba,1
174379,Ampumixis,1
174379,Chironominae,20
174379,Rhyacophila,2
174379,Rhyacophila,1
174379,Chironominae,34
174379,Baetis,16
174384,Dytiscidae,2
174384,Heterlimnius,3
174384,Ordobrevia,6
174384,Zaitzevia,1
174384,Orthocladiinae,16
174384,Tanypodinae,1
174384,Dixa,1
174384,Clinocera,1
174384,Maruina,1
174384,Simulium,2
174384,Ironodes,1
174384,Leptophlebiidae,1
174384,Ameletus,6
174384,Malenka,5
174384,Doroneuria,1
174384,Pteronarcys,1
174384,Arctopsyche,6
174384,Hydropsyche,8
174384,Ochrotrichia,2
174384,Rhyacophila,1
174384,Epeorus,6
174384,Lara,1
174384,Chironominae,27
174384,Chironominae,1
174384,Rhyacophila,1
174384,Epeorus,1
174384,Baetis,15
174387,Oligochaeta,3
174387,Orthocladiinae,20
174387,Simulium,2
174387,Baetis,57
174387,Drunella_doddsi,1
174387,Epeorus,3
174387,Rhithrogena,1
174387,Ameletus,2
174387,Kathroperla,2
174387,Malenka,1
174387,Yoraperla,3
174387,Calineuria,3
174387,Megarcys,6
174387,Hydropsyche,1
174387,Hydrobiidae,2
174387,Epeorus,66
174387,Zapada,2
174387,Pteronarcys,1
174387,Neophylax,1
174387,Rhyacophila,3
174387,Chironominae,1
174387,Rhyacophila,9
174387,Rhyacophila,9
174387,Ostracoda,1
174387,Baetis,81
174387,Polycentropodidae,5
174393,Oligochaeta,6
174393,Hydrophilidae,1
174393,Orthocladiinae,13
174393,Tanypodinae,1
174393,Dixa,4
174393,Oreogeton,2
174393,Dicranota,2
174393,Caudatella,1
174393,Drunella_doddsi,6
174393,Ephemerella,11
174393,Cinygmula,2
174393,Ironodes,5
174393,Rhithrogena,7
174393,Ameletus,10
174393,Sweltsa,25
174393,Yoraperla,4
174393,Micrasema,1
174393,Glossosoma,3
174393,Lepidostoma,1
174393,Ecclisomyia,53
174393,Oligophlebodes,1
174393,Rhyacophila,1
174393,Gumaga,1
174393,Drunella_grandis,2
174393,Despaxia,3
174393,Visoka,2
174393,Zapada,4
174393,Chironominae,77
174393,Leptophlebiidae,25
174393,Rhyacophila,1
174393,Rhyacophila,2
174393,Ceratopogoninae,3
174393,Rhyacophila,1
174393,Ostracoda,2
174393,Epeorus,2
174393,Baetis,3
174393,Capniidae,12
174394,Ampumixis,1
174394,Heterlimnius,3
174394,Ordobrevia,5
174394,Zaitzevia,11
174394,Diamesinae,4
174394,Orthocladiinae,9
174394,Glutops,1
174394,Simulium,1
174394,Antocha,2
174394,Dicranota,6
174394,Hexatoma,1
174394,Caudatella,1
174394,Drunella_doddsi,66
174394,Epeorus,13
174394,Rhithrogena,13
174394,Sweltsa,1
174394,Yoraperla,1
174394,Megarcys,1
174394,Pteronarcys,1
174394,Agapetus,5
174394,Glossosoma,1
174394,Arctopsyche,2
174394,Hydropsyche,2
174394,Lepidostoma,5
174394,Hesperoperla,6
174394,Zapada,3
174394,Chironominae,23
174394,Rhyacophila,1
174394,Rhyacophila,4
174394,Chironominae,1
174394,Rhyacophila,2
174394,Baetis,70
174399,Oligochaeta,6
174399,Lara,1
174399,Zaitzevia,1
174399,Orthocladiinae,53
174399,Simulium,7
174399,Caudatella,8
174399,Drunella_doddsi,27
174399,Serratella,2
174399,Cinygmula,9
174399,Rhithrogena,13
174399,Ameletus,4
174399,Sweltsa,5
174399,Pteronarcys,1
174399,Micrasema,4
174399,Hydropsyche,2
174399,Epeorus,1
174399,Drunella_coloradensis/flavilinea,1
174399,Despaxia,1
174399,Zapada,1
174399,Chironominae,4
174399,Leptophlebiidae,3
174399,Rhyacophila,4
174399,Rhyacophila,1
174399,Epeorus,45
174399,Baetis,76
174399,Polycentropodidae,2
174408,Oligochaeta,35
174408,Heterlimnius,1
174408,Orthocladiinae,93
174408,Clinocera,2
174408,Caudatella,24
174408,Drunella_doddsi,15
174408,Epeorus,8
174408,Rhithrogena,22
174408,Kathroperla,1
174408,Moselia,2
174408,Visoka,1
174408,Megarcys,6
174408,Micrasema,3
174408,Glossosoma,11
174408,Oligophlebodes,1
174408,Drunella_grandis,5
174408,Despaxia,3
174408,Zapada,31
174408,Chironominae,1
174408,Rhyacophila,5
174408,Rhyacophila,1
174408,Rhyacophila,1
174408,Ostracoda,3
174408,Rhyacophila,1
174408,Polycentropodidae,2
174411,Optioservus,1
174411,Zaitzevia,1
174411,Orthocladiinae,2
174411,Glutops,1
174411,Antocha,1
174411,Drunella_doddsi,1
174411,Ironodes,1
174411,Rhithrogena,2
174411,Ameletus,2
174411,Sweltsa,1
174411,Zapada,1
174411,Yoraperla,1
174411,Diura,1
174411,Anagapetus,2
174411,Glossosoma,20
174411,Hydropsyche,14
174411,Lepidostoma,2
174411,Oligophlebodes,5
174411,Wormaldia,1
174411,Diphetor_hageni,1
174411,Calineuria,1
174411,Zapada,2
174411,Rhyacophila,1
174411,Meringodixa,1
174411,Baetis,3
174415,Oligochaeta,45
174415,Heterlimnius,4
174415,Zaitzevia,1
174415,Orthocladiinae,38
174415,Tanypodinae,2
174415,Simulium,3
174415,Dicranota,2
174415,Drunella_doddsi,6
174415,Cinygmula,12
174415,Ironodes,7
174415,Ameletus,2
174415,Kathroperla,4
174415,Sweltsa,4
174415,Malenka,4
174415,Zapada,24
174415,Soliperla,7
174415,Glossosoma,15
174415,Wormaldia,8
174415,Rhyacophila,3
174415,Juga,4
174415,Epeorus,1
174415,Drunella_coloradensis/flavilinea,3
174415,Calineuria,1
174415,Despaxia,2
174415,Chironominae,21
174415,Zapada,2
174415,Zapada,3
174415,Neophylax,1
174415,Rhyacophila,6
174415,Rhyacophila,2
174415,Rhyacophila,1
174415,Baetis,33
174420,Oligochaeta,1
174420,Heterlimnius,1
174420,Orthocladiinae,27
174420,Tanypodinae,1
174420,Clinocera,1
174420,Glutops,2
174420,Prosimulium,3
174420,Caudatella,44
174420,Drunella_doddsi,5
174420,Rhithrogena,25
174420,Kathroperla,1
174420,Sweltsa,3
174420,Visoka,3
174420,Yoraperla,16
174420,Megarcys,4
174420,Pteronarcys,3
174420,Micrasema,3
174420,Rhyacophila,1
174420,Drunella_spinifera,1
174420,Calineuria,3
174420,Drunella_grandis,2
174420,Rhithrogena,1
174420,Caudatella,2
174420,Caudatella,8
174420,Drunella_coloradensis/flavilinea,2
174420,Despaxia,1
174420,Allocosmoecus,1
174420,Zapada,13
174420,Chironominae,3
174420,Epeorus,1
174420,Leptophlebiidae,3
174420,Yoraperla,11
174420,Rhyacophila,3
174420,Epeorus,3
174420,Baetis,58
174420,Ephemerella,2
174420,Polycentropodidae,12
174426,Oligochaeta,1
174426,Heterlimnius,1
174426,Orthocladiinae,20
174426,Simulium,1
174426,Dicranota,2
174426,Caudatella,1
174426,Drunella_doddsi,28
174426,Cinygmula,7
174426,Epeorus,2
174426,Rhithrogena,127
174426,Ameletus,1
174426,Capniidae,4
174426,Sweltsa,10
174426,Yoraperla,6
174426,Doroneuria,1
174426,Megarcys,4
174426,Skwala,1
174426,Pteronarcys,2
174426,Micrasema,2
174426,Glossosoma,4
174426,Apatania,9
174426,Neophylax,2
174426,Drunella_coloradensis/flavilinea,7
174426,Calineuria,14
174426,Zapada,2
174426,Visoka,8
174426,Pteronarcys,2
174426,Chironominae,7
174426,Zapada,1
174426,Parapsyche,2
174426,Ceratopogoninae,1
174426,Rhyacophila,6
174426,Baetis,11
174426,Ephemerella,3
174429,Amphizoa,1
174429,Dytiscidae,1
