"Sample","MLocID","StationDes","Project1","Date","Habitat","Activity_Type","lat","long","total.richness","Coleoptera.rich","Diptera.rich","Ephemeroptera.rich","Plecoptera.rich","Trichoptera.rich","Baetidae.rich","Chironomidae.rich","Hydropsychidae.rich","pct_Coleoptera","pct_Diptera","pct_Ephemeroptera","pct_Plecoptera","pct_Trichoptera","EPT.rich","pct_EPT","multivoltine.rich","semivoltine.rich","univoltine.rich","pct_multivoltine","pct_semivoltine","pct_univoltine","CF.rich","CG.rich","MH.rich","OM.rich","PA.rich","PH.rich","PR.rich","SC.rich","SH.rich","UN.rich","NA.rich","pct_CF","pct_CG","pct_MH","pct_OM","pct_PA","pct_PH","pct_PR","pct_SC","pct_SH","pct_UN","pct_NA","pct_Dom.5","pct_Dom.3","pct_Dom.1","Shannon_diversity","Simpson_diversity","Evenness","Non.Insect_richness","pct_Non.Insect","MTI","tot.abund.RIV","tot.abund","tot.abund.y","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","outlier.05","outlier.01","oe.cond","BSTI","org_id","MLocID.y","Eco2","Eco3","ELEV_m","precip_mm","temp_Cx10","W_E","HUC8_Name","HUC12_Name","Wade_Boat","Result_Status","low.count","methods.ok","OE.outlier","month","index.period","Use.303d","reason.no.303"
"12269-ORDEQ:20020911:R:SR","12269-ORDEQ","Trout Creek upstream of Little Trout Creek","Statewide Biomonitoring","2002-09-11","Benthic Kick - Targeted Riffle","Sample-Routine",42.18604717,-118.3704862,33,3,9,4,3,7,2,3,1,23.7623762376238,13.6963696369637,13.8613861386139,1.81518151815182,12.7062706270627,14,28.3828382838284,7,4,16,15.8415841584158,31.5181518151815,50.4950495049505,3,11,1,2,NA,1,8,3,1,1,2,10.2310231023102,68.6468646864686,6.10561056105611,0.825082508250825,0,0.33003300330033,4.62046204620462,5.11551155115512,3.3003300330033,0.165016501650165,0.66006600660066,70.6270627062706,51.3201320132013,21.6171617161716,2.45415185191141,0.869457139145735,0.701886613647737,4,32.8382838283828,3.45575221238938,300,606,606,NA,NA,NA,6,7.56,0.79,NA,NA,NA,NA,"Least disturbed",18.2485482952583,"OREGONDEQ","12269-ORDEQ","COLD DESERTS","80",1429.512,330,152,"e","Alvord Lake","Big Trout Creek","wadeable","Final","NO","Yes",NA,9,"Yes",NA,"  NA   "
"12269-ORDEQ:20030910:R:SR","12269-ORDEQ","Trout Creek upstream of Little Trout Creek","Statewide Biomonitoring","2003-09-10","Benthic Kick - Targeted Riffle","Sample-Routine",42.18604717,-118.3704862,40,3,8,8,4,10,3,3,1,10.9053497942387,21.8106995884774,15.0205761316872,1.23456790123457,36.2139917695473,22,52.4691358024691,8,3,25,27.7777777777778,12.5514403292181,57.4074074074074,3,12,1,3,1,NA,9,6,1,2,2,7.40740740740741,49.5884773662551,6.17283950617284,1.85185185185185,0.205761316872428,0,6.17283950617284,20.1646090534979,6.79012345679012,0.823045267489712,0.823045267489712,52.6748971193416,38.477366255144,15.6378600823045,2.87483167233527,0.914144964872346,0.779323832100065,4,10.6995884773663,2.5015015015015,300,486,486,NA,NA,NA,8,7.56,1.06,NA,NA,NA,NA,"Least disturbed",19.1343619824933,"OREGONDEQ","12269-ORDEQ","COLD DESERTS","80",1429.512,330,152,"e","Alvord Lake","Big Trout Creek","wadeable","Final","NO","Yes",NA,9,"Yes",NA,"  NA   "
"12269-ORDEQ:20041013:R:SR","12269-ORDEQ","Trout Creek upstream of Little Trout Creek","Statewide Biomonitoring","2004-10-13","Benthic Kick - Targeted Riffle","Sample-Routine",42.18604717,-118.3704862,33,3,6,4,3,10,1,3,1,34.5114345114345,2.7027027027027,28.4823284823285,5.40540540540541,20.997920997921,17,54.8856548856549,6,4,20,14.968814968815,32.6403326403326,50.7276507276507,3,11,1,2,1,NA,6,5,2,1,1,8.10810810810811,57.7962577962578,1.45530145530146,0.415800415800416,0.207900207900208,0,6.44490644490645,21.2058212058212,2.91060291060291,1.24740124740125,0.207900207900208,58.6278586278586,45.945945945946,24.3243243243243,2.6147008351699,0.8749059671431,0.747803569477557,5,7.06860706860707,2.95,300,481,481,NA,NA,NA,6,7.56,0.79,NA,NA,NA,NA,"Least disturbed",11.6585292869021,"OREGONDEQ","12269-ORDEQ","COLD DESERTS","80",1429.512,330,152,"e","Alvord Lake","Big Trout Creek","wadeable","Final","NO","Yes",NA,10,"Yes",NA,"  NA   "
"12269-ORDEQ:20060920:R:SR","12269-ORDEQ","Trout Creek upstream of Little Trout Creek","Statewide Biomonitoring","2006-09-20","Benthic Kick - Targeted Riffle","Sample-Routine",42.18604717,-118.3704862,38,4,8,6,5,12,1,5,1,14.0893470790378,2.74914089347079,18.0412371134021,1.71821305841924,62.0274914089347,23,81.786941580756,8,3,24,7.38831615120275,9.79381443298969,82.1305841924399,5,8,1,4,1,1,5,6,4,2,1,13.0584192439863,24.5704467353952,3.95189003436426,2.57731958762887,0.171821305841924,0.171821305841924,2.06185567010309,22.5085910652921,30.0687285223368,0.515463917525773,0.343642611683849,66.1512027491409,51.8900343642612,29.0378006872852,2.49760197585747,0.858177096014934,0.686609709347843,2,0.859106529209622,2.53776978417266,300,582,582,NA,NA,NA,6,7.56,0.79,NA,NA,NA,NA,"Least disturbed",13.414360585953,"OREGONDEQ","12269-ORDEQ","COLD DESERTS","80",1429.512,330,152,"e","Alvord Lake","Big Trout Creek","wadeable","Final","NO","Yes",NA,9,"Yes",NA,"  NA   "
"12270-ORDEQ:19940621:R:SR","12270-ORDEQ","Emily Creek at River Mile 7.1","EMAP/REMAP/CEMAP","1994-06-21","Benthic Kick - Targeted Riffle","Sample-Routine",42.11116827,-124.0957676,42,5,6,9,9,8,2,1,0,4.13793103448276,8.96551724137931,41.3793103448276,21.0344827586207,18.6206896551724,26,81.0344827586207,5,11,25,21.7241379310345,13.7931034482759,63.7931034482759,1,12,NA,1,1,NA,11,8,7,1,NA,0.689655172413793,46.2068965517241,0,0.689655172413793,1.03448275862069,0,16.551724137931,5.86206896551724,22.0689655172414,6.89655172413793,0,47.9310344827586,37.2413793103448,17.5862068965517,3.08797968554378,0.92855647891659,0.826177806202685,3,5.17241379310345,1.71296296296296,242,290,290,14,14.7212269103864,0.95,14,14.1017964071856,0.992781316348195,0.309607369943401,0.306200724483273,0,0,"Least disturbed",0,"OREGONDEQ","12270-ORDEQ","WC","78",372.7704,2413,161,"w","Chetco","Nook Creek-Chetco River","wadeable","Rejected","NO","No","No",6,"Yes","No"," methods    "
"12270-ORDEQ:19960818:R:SR","12270-ORDEQ","Emily Creek at River Mile 7.1","EMAP/REMAP/CEMAP","1996-08-18","Benthic Kick - Targeted Riffle","Sample-Routine",42.11116827,-124.0957676,57,7,11,8,14,11,2,3,1,4.39121756487026,58.0838323353293,3.79241516966068,14.7704590818363,17.3652694610778,33,35.9281437125749,6,15,34,55.0898203592814,18.1636726546906,26.3473053892216,2,15,1,3,1,NA,19,6,10,NA,NA,6.98602794411178,60.4790419161677,0.199600798403194,1.59680638722555,0.199600798403194,0,18.562874251497,3.39321357285429,7.58483033932136,0.998003992015968,0,65.6686626746507,58.0838323353293,42.5149700598802,2.57985003111951,0.79217892788684,0.638094810136127,3,0.798403193612774,2.49222797927461,300,501,501,15,14.7212269103864,1.02,14,14.1017964071856,0.992781316348195,0.285931276992776,0.281483059876412,0,0,"Least disturbed",0,"OREGONDEQ","12270-ORDEQ","WC","78",372.7704,2413,161,"w","Chetco","Nook Creek-Chetco River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"12271-ORDEQ:19940622:P:SR","12271-ORDEQ","Twomile Creek at River Mile 0.2","EMAP/REMAP/CEMAP","1994-06-22","Benthic Kick - Targeted Pool","Sample-Routine",42.61351159,-124.0684146,46,6,13,12,6,5,3,9,0,5.5045871559633,18.0428134556575,53.822629969419,5.5045871559633,10.0917431192661,23,69.4189602446483,13,11,21,39.4495412844037,12.2324159021407,45.2599388379205,1,20,NA,NA,NA,NA,13,5,5,1,1,0.917431192660551,63.6085626911315,0,0,0,0,18.348623853211,6.42201834862385,5.81039755351682,1.8348623853211,3.05810397553517,49.8470948012232,38.5321100917431,16.8195718654434,3.10979582100439,0.927506608622164,0.812245258554667,3,5.81039755351682,1.90573770491803,300,327,327,12,14.2114315568344,0.84,12,14.1017964071856,0.850955414012739,0.342341900498045,0.335168616655196,0,0,"Moderately disturbed",3.55150071561101,"OREGONDEQ","12271-ORDEQ","WC","78",67.3608,2159,186,"w","Lower Rogue","Foster Bar-Rogue River","wadeable","Rejected","NO","No","No",6,"Yes","No"," methods  habitat  "
"12271-ORDEQ:19940622:R:SR","12271-ORDEQ","Twomile Creek at River Mile 0.2","EMAP/REMAP/CEMAP","1994-06-22","Benthic Kick - Targeted Riffle","Sample-Routine",42.61351159,-124.0684146,28,4,5,9,4,5,2,3,1,11.5384615384615,4.61538461538462,61.5384615384615,4.61538461538462,13.8461538461538,18,80,5,8,14,31.5384615384615,21.5384615384615,35.3846153846154,NA,15,1,NA,NA,NA,7,3,1,NA,1,0,58.4615384615385,0.769230769230769,0,0,0,13.8461538461538,14.6153846153846,0.769230769230769,0,11.5384615384615,62.3076923076923,48.4615384615385,28.4615384615385,2.6541040627508,0.879644970414201,0.796500951441079,1,3.84615384615385,3.29896907216495,130,130,130,11,14.2114315568344,0.77,11,14.1017964071856,0.780042462845011,0.39767902004098,0.37118320610687,0,0,"Most disturbed",0,"OREGONDEQ","12271-ORDEQ","WC","78",67.3608,2159,186,"w","Lower Rogue","Foster Bar-Rogue River","wadeable","Rejected","YES","No","No",6,"Yes","No","lowcount methods    "
"12271-ORDEQ:19960819:R:SR","12271-ORDEQ","Twomile Creek at River Mile 0.2","EMAP/REMAP/CEMAP","1996-08-19","Benthic Kick - Targeted Riffle","Sample-Routine",42.61351159,-124.0684146,52,4,15,8,11,10,2,6,1,4.8936170212766,57.2340425531915,6.38297872340426,13.8297872340426,11.7021276595745,29,31.9148936170213,9,13,28,52.1276595744681,19.1489361702128,28.0851063829787,3,15,NA,NA,1,NA,15,7,10,1,NA,3.61702127659574,56.8085106382979,0,0,0.212765957446809,0,20.2127659574468,10.2127659574468,6.80851063829787,2.12765957446809,0,53.1914893617021,44.468085106383,20,2.92081981192268,0.895498425804299,0.739215300283049,3,5.74468085106383,2.50561797752809,300,470,470,15,14.2114315568344,1.06,12,14.1017964071856,0.850955414012739,0.253957667851052,0.316815783436568,0,0,"Least disturbed",1.80185984272367,"OREGONDEQ","12271-ORDEQ","WC","78",67.3608,2159,186,"w","Lower Rogue","Foster Bar-Rogue River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"12278-ORDEQ:19940706:P:SR","12278-ORDEQ","Fall Creek at River Mile 0.7","EMAP/REMAP/CEMAP","1994-07-06","Benthic Kick - Targeted Pool","Sample-Routine",45.49436399,-123.5881386,23,1,10,4,1,5,1,7,0,1.42857142857143,38.5714285714286,21.4285714285714,7.14285714285714,28.5714285714286,10,57.1428571428571,9,2,11,34.2857142857143,4.28571428571429,60,1,8,NA,3,NA,NA,4,2,4,1,NA,1.42857142857143,35.7142857142857,0,15.7142857142857,0,0,18.5714285714286,2.85714285714286,22.8571428571429,2.85714285714286,0,57.1428571428571,40,17.1428571428571,2.73758849028336,0.914285714285714,0.873096329240755,1,1.42857142857143,2.275,70,70,70,6,15.6982950757276,0.38,8,17.0789473684211,0.468412942989214,0.52323983281683,0.4900314795383,0,0,"Most disturbed",10.6107694801923,"OREGONDEQ","12278-ORDEQ","MWCF","1",124.0536,2921,151,"w","Wilson-Trusk-Nestuccu","Middle Wilson River","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods  habitat  "
"12278-ORDEQ:19940706:R:SR","12278-ORDEQ","Fall Creek at River Mile 0.7","EMAP/REMAP/CEMAP","1994-07-06","Benthic Kick - Targeted Riffle","Sample-Routine",45.49436399,-123.5881386,45,4,14,9,6,10,2,8,1,3.584229390681,12.5448028673835,64.5161290322581,8.60215053763441,7.88530465949821,25,81.0035842293907,11,8,26,48.3870967741936,6.09318996415771,45.5197132616487,3,16,1,2,1,NA,11,6,4,1,NA,2.1505376344086,66.3082437275986,0.3584229390681,1.0752688172043,0.3584229390681,0,12.9032258064516,11.1111111111111,5.37634408602151,0.3584229390681,0,61.2903225806452,54.1218637992832,37.2759856630824,2.7146878457762,0.834855667321848,0.713141197327424,2,2.8673835125448,3.1496062992126,271,279,279,16,15.6982950757276,1.02,18,17.0789473684211,1.05392912172573,0.225524129439108,0.23330832708177,0,0,"Least disturbed",6.36080355962316,"OREGONDEQ","12278-ORDEQ","MWCF","1",124.0536,2921,151,"w","Wilson-Trusk-Nestuccu","Middle Wilson River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"12278-ORDEQ:19960829:R:SR","12278-ORDEQ","Fall Creek at River Mile 0.7","EMAP/REMAP/CEMAP","1996-08-29","Benthic Kick - Targeted Riffle","Sample-Routine",45.49436399,-123.5881386,42,2,12,7,7,9,3,4,2,0.436681222707424,61.1353711790393,9.82532751091703,3.49344978165939,20.9606986899563,23,34.2794759825327,8,10,21,50.6550218340611,4.14847161572052,44.3231441048035,2,14,1,4,1,NA,12,2,5,NA,1,27.9475982532751,55.2401746724891,1.09170305676856,0.873362445414847,2.18340611353712,0,7.4235807860262,2.18340611353712,2.40174672489083,0.218340611353712,0.436681222707424,73.1441048034934,51.7467248908297,23.5807860262009,2.5420392413773,0.8740189289012,0.680113413165929,4,3.93013100436681,4.20547945205479,300,458,458,19,20.2429053684216,0.94,16,17.0789473684211,0.936825885978428,0.258148162469769,0.258552108194113,0,0,"Least disturbed",0,"OREGONDEQ","12278-ORDEQ","MWCF","1",124.0536,2921,151,"w","Wilson-Trusk-Nestuccu","Middle Wilson River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"12278-ORDEQ:20070724:R:SR","12278-ORDEQ","Fall Creek at River Mile 0.7","Oregon Plan","2007-07-24","Benthic Kick - Targeted Riffle","Sample-Routine",45.49436399,-123.5881386,46,2,14,10,10,9,4,8,1,2.95081967213115,22.1311475409836,49.8360655737705,7.21311475409836,13.2786885245902,29,70.327868852459,12,8,25,60.655737704918,3.27868852459016,29.016393442623,1,12,NA,4,1,NA,14,10,3,NA,1,2.29508196721311,57.7049180327869,0,0.983606557377049,4.59016393442623,0,6.88524590163934,17.3770491803279,3.11475409836066,0,7.04918032786885,70.327868852459,57.8688524590164,40.327868852459,2.37882451367139,0.801435893433965,0.621323406222582,1,4.59016393442623,3.9701230228471,300,610,610,16,15.8661882695315,1.01,16,17.0789473684211,0.936825885978428,0.265581987520289,0.290373906125696,0,0,"Least disturbed",0,"OREGONDEQ","12278-ORDEQ","MWCF","1",124.0536,2921,151,"w","Wilson-Trusk-Nestuccu","Middle Wilson River","wadeable","Final","NO","Yes","No",7,"Yes","Yes","     "
"12279-ORDEQ:19940707:P:SR","12279-ORDEQ","Kilchis River at River Mile 8.5","EMAP/REMAP/CEMAP","1994-07-07","Benthic Kick - Targeted Pool","Sample-Routine",45.56728249,-123.7954443,40,6,18,5,2,5,1,13,0,29.4117647058824,49.1596638655462,2.94117647058824,5.88235294117647,7.56302521008403,12,16.3865546218487,15,6,19,27.7310924369748,24.3697478991597,47.8991596638655,NA,18,NA,3,1,NA,7,5,3,3,NA,0,26.0504201680672,0,10.0840336134454,0.420168067226891,0,28.5714285714286,10.5042016806723,3.36134453781513,21.0084033613445,0,52.9411764705882,41.1764705882353,18.9075630252101,2.8780385983104,0.908246913580247,0.780193181726428,4,5.04201680672269,4.09929078014184,176,238,238,8,15.5049492252397,0.52,9,17.0789473684211,0.526964560862866,0.448912296266873,0.479313824419778,0,0,"Most disturbed",16.6938834754245,"OREGONDEQ","12279-ORDEQ","MWCF","1",41.7576,2921,156,"w","Wilson-Trusk-Nestuccu","Little South Fork Kilchis River-Kilchis River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"12279-ORDEQ:19940707:R:SR","12279-ORDEQ","Kilchis River at River Mile 8.5","EMAP/REMAP/CEMAP","1994-07-07","Benthic Kick - Targeted Riffle","Sample-Routine",45.56728249,-123.7954443,37,3,13,9,3,9,2,9,1,3.71621621621622,38.1756756756757,40.5405405405405,5.74324324324324,11.8243243243243,21,58.1081081081081,12,5,19,59.7972972972973,7.09459459459459,30.7432432432432,4,12,1,2,NA,1,5,8,2,1,1,6.75675675675676,53.7162162162162,0.337837837837838,1.68918918918919,0,0.337837837837838,8.78378378378378,15.5405405405405,3.04054054054054,7.43243243243243,2.36486486486486,57.0945945945946,46.2837837837838,23.6486486486486,2.76973683844854,0.887117766238645,0.767045085336849,NA,0,4.44921875,264,296,296,15,15.5049492252397,0.97,15,17.0789473684211,0.878274268104777,0.230295298415624,0.310910582444627,0,0,"Least disturbed",7.25836019901145,"OREGONDEQ","12279-ORDEQ","MWCF","1",41.7576,2921,156,"w","Wilson-Trusk-Nestuccu","Little South Fork Kilchis River-Kilchis River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"12280-ORDEQ:19940711:P:SR","12280-ORDEQ","Rock Creek at River Mile 1.4","EMAP/REMAP/CEMAP","1994-07-11","Benthic Kick - Targeted Pool","Sample-Routine",45.05529362,-123.6219553,24,1,10,3,2,3,1,9,0,0.26525198938992,84.6153846153846,4.77453580901857,0.530503978779841,1.06100795755968,8,6.36604774535809,11,4,9,85.4111405835544,8.48806366047745,6.10079575596817,NA,7,NA,2,1,NA,8,3,2,1,NA,0,23.0769230769231,0,16.1803713527851,0.26525198938992,0,8.75331564986737,25.1989389920424,2.12201591511936,24.4031830238727,0,75.8620689655172,56.4986737400531,23.342175066313,2.20364579877184,0.848303488780363,0.693394736655728,3,7.69230769230769,3.13170731707317,300,377,377,9,15.0681274827259,0.6,11,17.0789473684211,0.64406779661017,0.35985134173829,0.36269915651359,0,0,"Most disturbed",35.8210719362315,"OREGONDEQ","12280-ORDEQ","MWCF","3",107.2896,1549,166,"w","Yamhill","Rock Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"12280-ORDEQ:19940711:R:SR","12280-ORDEQ","Rock Creek at River Mile 1.4","EMAP/REMAP/CEMAP","1994-07-11","Benthic Kick - Targeted Riffle","Sample-Routine",45.05529362,-123.6219553,54,2,17,9,9,12,1,15,2,2.35294117647059,35.2941176470588,25.8823529411765,9.11764705882353,16.4705882352941,30,51.4705882352941,17,7,29,37.3529411764706,15.5882352941176,41.7647058823529,4,12,NA,3,NA,NA,13,13,6,2,1,14.4117647058824,32.6470588235294,0,7.94117647058823,0,0,12.0588235294118,19.1176470588235,5.29411764705882,3.23529411764706,5.29411764705882,40,26.4705882352941,10,3.31001681016599,0.948069385977646,0.82978943298029,4,10.5882352941176,2.87109375,300,340,340,15,15.0681274827259,1,18,17.0789473684211,1.05392912172573,0.234970318970492,0.258814703675919,0,0,"Least disturbed",8.51224120578128,"OREGONDEQ","12280-ORDEQ","MWCF","3",107.2896,1549,166,"w","Yamhill","Rock Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"12280-ORDEQ:19940811:R:SR","12280-ORDEQ","Rock Creek at River Mile 1.4","EMAP/REMAP/CEMAP","1994-08-11","Benthic Kick - Targeted Riffle","Sample-Routine",45.05529362,-123.6219553,50,4,22,9,3,6,1,18,0,3.66300366300366,37.3626373626374,19.7802197802198,9.89010989010989,6.59340659340659,18,36.2637362637363,19,8,23,37.7289377289377,27.4725274725275,34.7985347985348,3,18,NA,4,NA,NA,12,9,3,1,NA,3.66300366300366,38.8278388278388,0,2.93040293040293,0,0,14.6520146520147,26.7399267399267,3.66300366300366,9.52380952380952,0,49.4505494505495,36.996336996337,17.2161172161172,3.17477802448726,0.929652541065241,0.811543802294128,4,21.6117216117216,2.1890243902439,269,273,273,19,19.0545910097626,1,18,17.0789473684211,1.05392912172573,0.275863617942577,0.249812453113278,0,0,"Least disturbed",8.53788684530043,"OREGONDEQ","12280-ORDEQ","MWCF","3",107.2896,1549,166,"w","Yamhill","Rock Creek","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"12280-ORDEQ:19940914:P:SR","12280-ORDEQ","Rock Creek at River Mile 1.4","EMAP/REMAP/CEMAP","1994-09-14","Benthic Kick - Targeted Pool","Sample-Routine",45.05529362,-123.6219553,34,1,15,3,5,3,0,12,0,0.37593984962406,38.3458646616541,14.2857142857143,4.13533834586466,10.5263157894737,11,28.9473684210526,13,6,15,36.8421052631579,29.6992481203008,33.4586466165414,1,8,NA,3,1,NA,12,5,3,1,NA,0.37593984962406,24.4360902255639,0,3.7593984962406,0.37593984962406,0,19.9248120300752,34.2105263157895,11.2781954887218,5.6390977443609,0,63.5338345864662,47.3684210526316,25.187969924812,2.68617557079083,0.88762306813746,0.761741617749992,5,31.203007518797,2.42592592592593,258,266,266,14,20.9179501065403,0.67,10,17.0789473684211,0.585516178736518,0.412979540329705,0.43245869776482,0,0,"Most disturbed",24.8138339986831,"OREGONDEQ","12280-ORDEQ","MWCF","3",107.2896,1549,166,"w","Yamhill","Rock Creek","wadeable","Rejected","NO","No","No",9,"Yes","No"," methods  habitat  "
"12280-ORDEQ:19940914:R:SR","12280-ORDEQ","Rock Creek at River Mile 1.4","EMAP/REMAP/CEMAP","1994-09-14","Benthic Kick - Targeted Riffle","Sample-Routine",45.05529362,-123.6219553,32,1,6,6,7,9,2,3,2,1.45348837209302,37.7906976744186,17.4418604651163,9.59302325581395,31.3953488372093,22,58.4302325581395,5,7,19,13.3720930232558,6.68604651162791,79.6511627906977,4,7,NA,1,NA,NA,12,5,2,NA,1,58.1395348837209,15.1162790697674,0,0.290697674418605,0,0,8.13953488372093,10.7558139534884,5.81395348837209,1.45348837209302,0.290697674418605,72.6744186046512,57.2674418604651,30.5232558139535,2.39361531201068,0.847064178425125,0.690651388086738,2,2.03488372093023,3.65644171779141,300,344,344,16,20.9179501065403,0.76,15,17.0789473684211,0.878274268104777,0.331939245506487,0.304347826086956,0,0,"Most disturbed",0,"OREGONDEQ","12280-ORDEQ","MWCF","3",107.2896,1549,166,"w","Yamhill","Rock Creek","wadeable","Rejected","NO","No","No",9,"Yes","No"," methods    "
"12281-ORDEQ:19940712:P:SR","12281-ORDEQ","Beals Creek at River Mile 0.6","EMAP/REMAP/CEMAP","1994-07-12","Benthic Kick - Targeted Pool","Sample-Routine",42.9420175,-123.171995,38,6,16,5,1,4,2,11,0,24.1758241758242,45.4945054945055,15.8241758241758,0.21978021978022,4.61538461538462,10,20.6593406593407,13,9,16,45.7142857142857,15.3846153846154,38.9010989010989,NA,11,1,1,NA,NA,16,4,4,1,NA,0,24.3956043956044,0.21978021978022,1.75824175824176,0,0,40.4395604395604,28.5714285714286,3.07692307692308,1.53846153846154,0,58.6813186813187,44.3956043956044,21.5384615384615,2.7641354650604,0.899829286896602,0.759881785251876,1,1.75824175824176,3.70676691729323,300,455,455,6,17.5540058872589,0.34,6,14.1017964071856,0.425477707006369,0.645826442380342,0.581173666964552,0,0,"Most disturbed",0,"OREGONDEQ","12281-ORDEQ","WC","78",249.0216,1041,176,"w","South Umpqua","Shively Creek-South Umpqua River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"12281-ORDEQ:19940712:R:SR","12281-ORDEQ","Beals Creek at River Mile 0.6","EMAP/REMAP/CEMAP","1994-07-12","Benthic Kick - Targeted Riffle","Sample-Routine",42.9420175,-123.171995,21,3,4,3,1,7,1,2,0,27.6595744680851,8.51063829787234,20.2127659574468,3.19148936170213,36.1702127659575,11,59.5744680851064,3,4,14,8.51063829787234,24.468085106383,67.0212765957447,1,4,NA,1,NA,NA,4,9,2,NA,NA,4.25531914893617,5.31914893617021,0,13.8297872340426,0,0,9.57446808510638,58.5106382978723,8.51063829787234,0,0,62.7659574468085,51.063829787234,21.2765957446809,2.55974271570127,0.891127206880942,0.84076986393155,1,1.06382978723404,2.18181818181818,94,94,94,6,17.5540058872589,0.34,5,14.1017964071856,0.354564755838641,0.657372931857799,0.66833855799373,0,0,"Most disturbed",0,"OREGONDEQ","12281-ORDEQ","WC","78",249.0216,1041,176,"w","South Umpqua","Shively Creek-South Umpqua River","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods    "
"12281-ORDEQ:19960820:R:SR","12281-ORDEQ","Beals Creek at River Mile 0.6","EMAP/REMAP/CEMAP","1996-08-20","Benthic Kick - Targeted Riffle","Sample-Routine",42.9420175,-123.171995,55,5,15,7,9,13,3,4,1,26.5182186234818,33.1983805668016,17.6113360323887,7.48987854251012,11.5384615384615,29,36.6396761133603,10,10,34,47.165991902834,5.87044534412955,46.5587044534413,3,13,2,2,1,2,17,7,7,NA,1,1.01214574898785,42.1052631578947,0.607287449392713,0.404858299595142,1.61943319838057,6.07287449392713,7.89473684210526,29.7570850202429,9.31174089068826,0.809716599190283,0.404858299595142,58.7044534412955,48.7854251012146,22.2672064777328,2.85278443895345,0.887728620860109,0.711891002591528,2,2.02429149797571,3.72277227722772,300,494,494,16,17.5540058872589,0.91,13,14.1017964071856,0.921868365180467,0.30285345017996,0.314184710561202,0,0,"Moderately disturbed",9.85887895315147,"OREGONDEQ","12281-ORDEQ","WC","78",249.0216,1041,176,"w","South Umpqua","Shively Creek-South Umpqua River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"12282-ORDEQ:19940713:P:SR","12282-ORDEQ","Williams River at River Mile 55.8","EMAP/REMAP/CEMAP","1994-07-13","Benthic Kick - Targeted Pool","Sample-Routine",43.20531113,-123.6340688,17,0,12,1,0,1,0,10,0,0,95.5882352941177,0.294117647058824,0,2.64705882352941,2,2.94117647058824,10,1,6,94.4117647058823,0.294117647058824,5.29411764705882,NA,6,NA,1,NA,NA,6,2,1,1,NA,0,9.11764705882353,0,2.64705882352941,0,0,5.29411764705882,74.4117647058823,2.64705882352941,5.88235294117647,0,88.8235294117647,83.5294117647059,74.1176470588235,1.16530240585877,0.430236678004535,0.411300620302191,2,0.882352941176471,3.96842105263158,300,340,340,3,15.0197778905846,0.2,4,17.0789473684211,0.234206471494607,0.691745557237544,0.682896379525593,0,0,"Most disturbed",49.4978466353259,"OREGONDEQ","12282-ORDEQ","MWCF","1",427.0248,1702,164,"w","Coos","Wilson Creek-Williams River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"12282-ORDEQ:19940713:R:SR","12282-ORDEQ","Williams River at River Mile 55.8","EMAP/REMAP/CEMAP","1994-07-13","Benthic Kick - Targeted Riffle","Sample-Routine",43.20531113,-123.6340688,40,5,11,4,6,12,2,7,1,34.7402597402597,18.5064935064935,3.8961038961039,25.6493506493506,11.3636363636364,22,40.9090909090909,11,11,16,11.3636363636364,47.7272727272727,39.6103896103896,4,10,NA,4,NA,1,10,6,4,NA,1,11.038961038961,40.2597402597403,0,5.51948051948052,0,0.324675324675325,10.0649350649351,10.3896103896104,21.1038961038961,0.324675324675325,0.974025974025974,64.2857142857143,55.5194805194805,28.8961038961039,2.65660216966853,0.861653704548589,0.720165080673974,2,5.84415584415584,3.60986547085202,300,308,308,14,15.0197778905846,0.93,14,17.0789473684211,0.819722650231125,0.269727129106546,0.342929720575783,0,0,"Least disturbed",10.341320997342,"OREGONDEQ","12282-ORDEQ","MWCF","1",427.0248,1702,164,"w","Coos","Wilson Creek-Williams River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
